Age,Data,Variable,Author,onetal21tag
-10333.1141,94.87,MediLC21warmcoldspecies,rohlingetal02,control
-10506.9082,97.89,MediLC21warmcoldspecies,rohlingetal02,control
-10682.6214,91.67,MediLC21warmcoldspecies,rohlingetal02,control
-10771.1977,97.45,MediLC21warmcoldspecies,rohlingetal02,control
-10949.7897,81.13,MediLC21warmcoldspecies,rohlingetal02,control
-11130.3008,91.04,MediLC21warmcoldspecies,rohlingetal02,control
-11221.276,77.64,MediLC21warmcoldspecies,rohlingetal02,control
-11404.6659,59.42,MediLC21warmcoldspecies,rohlingetal02,control
-11730.2162,51.72,MediLC21warmcoldspecies,rohlingetal02,control
-11871.537,51.75,MediLC21warmcoldspecies,rohlingetal02,control
-12109.4706,44.44,MediLC21warmcoldspecies,rohlingetal02,control
-12350.4029,48.27,MediLC21warmcoldspecies,rohlingetal02,control
-12594.3339,51.04,MediLC21warmcoldspecies,rohlingetal02,control
-12742.1319,53.67,MediLC21warmcoldspecies,rohlingetal02,control
60.2223006,-1.5005440833,Hazaric4,onetal17IC4,control
33.1011349,-1.4785457523,Hazaric4,onetal17IC4,control
13.8256059,-1.5740946976,Hazaric4,onetal17IC4,control
-5.3587814,-1.9750231724,Hazaric4,onetal17IC4,control
-24.5721901,-2.0765453311,Hazaric4,onetal17IC4,control
-43.8312313,-2.3150713525,Hazaric4,onetal17IC4,control
-63.0567448,-2.0298637249,Hazaric4,onetal17IC4,control
-82.230694,-1.9974361524,Hazaric4,onetal17IC4,control
-101.5020463,-2.089925128,Hazaric4,onetal17IC4,control
-120.8813487,-2.2935594213,Hazaric4,onetal17IC4,control
-140.428106,-2.1349705839,Hazaric4,onetal17IC4,control
-160.1769027,-1.7879779043,Hazaric4,onetal17IC4,control
-179.7897532,-2.0285329587,Hazaric4,onetal17IC4,control
-199.2232856,-2.1891796795,Hazaric4,onetal17IC4,control
-218.6610646,-2.4361661773,Hazaric4,onetal17IC4,control
-238.1225234,-2.3191309116,Hazaric4,onetal17IC4,control
-257.5351335,-2.4070962191,Hazaric4,onetal17IC4,control
-276.895732,-2.3425259633,Hazaric4,onetal17IC4,control
-296.1711548,-2.2113620452,Hazaric4,onetal17IC4,control
-315.3441721,-2.1779354331,Hazaric4,onetal17IC4,control
-334.5996599,-2.50369526,Hazaric4,onetal17IC4,control
-353.9653648,-2.6018213056,Hazaric4,onetal17IC4,control
-373.306888,-2.336688626,Hazaric4,onetal17IC4,control
-392.6150367,-2.4477089902,Hazaric4,onetal17IC4,control
-411.8712602,-2.5125111736,Hazaric4,onetal17IC4,control
-431.0703702,-2.4844457143,Hazaric4,onetal17IC4,control
-450.2479268,-2.5093379206,Hazaric4,onetal17IC4,control
-469.4118279,-2.4090101407,Hazaric4,onetal17IC4,control
-488.4952193,-2.6821259699,Hazaric4,onetal17IC4,control
-507.4853143,-2.1385074785,Hazaric4,onetal17IC4,control
-526.4792648,-2.321042622,Hazaric4,onetal17IC4,control
-545.4907243,-2.1448566042,Hazaric4,onetal17IC4,control
-564.4484295,-1.9443609816,Hazaric4,onetal17IC4,control
-583.3418176,-1.8773884534,Hazaric4,onetal17IC4,control
-602.2388648,-1.9506058212,Hazaric4,onetal17IC4,control
-621.1503245,-1.9112682134,Hazaric4,onetal17IC4,control
-640.0145765,-1.9646028652,Hazaric4,onetal17IC4,control
-658.8309457,-1.8887507427,Hazaric4,onetal17IC4,control
-677.5207625,-1.8391670416,Hazaric4,onetal17IC4,control
-696.0400867,-1.822113353,Hazaric4,onetal17IC4,control
-714.8703065,-2.0150899614,Hazaric4,onetal17IC4,control
-734.0823256,-1.9307182188,Hazaric4,onetal17IC4,control
-753.4270636,-1.8512702622,Hazaric4,onetal17IC4,control
-772.8994663,-1.816626188,Hazaric4,onetal17IC4,control
-792.3522166,-2.1831202339,Hazaric4,onetal17IC4,control
-811.777665,-1.6390984156,Hazaric4,onetal17IC4,control
-831.0685501,-1.387667686,Hazaric4,onetal17IC4,control
-850.202084,-1.5894017474,Hazaric4,onetal17IC4,control
-869.334974,-1.4295726847,Hazaric4,onetal17IC4,control
-888.4792668,-1.6387316541,Hazaric4,onetal17IC4,control
-907.6406671,-1.5672062281,Hazaric4,onetal17IC4,control
-926.8099638,-1.6635789332,Hazaric4,onetal17IC4,control
-946.1391105,-1.7288419404,Hazaric4,onetal17IC4,control
-965.6591529,-1.5722286153,Hazaric4,onetal17IC4,control
-985.176374,-1.6153878453,Hazaric4,onetal17IC4,control
-1004.6706666,-1.5002671107,Hazaric4,onetal17IC4,control
-1024.1966631,-1.6208943223,Hazaric4,onetal17IC4,control
-1043.7671922,-1.875865747,Hazaric4,onetal17IC4,control
-1063.2344317,-1.9196241547,Hazaric4,onetal17IC4,control
-1082.5459379,-1.4737782505,Hazaric4,onetal17IC4,control
-1102.2255121,-1.4839614784,Hazaric4,onetal17IC4,control
-1122.3613393,-1.5389374158,Hazaric4,onetal17IC4,control
-1142.5446565,-1.6201939973,Hazaric4,onetal17IC4,control
-1162.7399012,-1.6092571707,Hazaric4,onetal17IC4,control
-1182.9948494,-1.4712864451,Hazaric4,onetal17IC4,control
-1203.3244671,-1.6413079026,Hazaric4,onetal17IC4,control
-1223.5492638,-1.7358608395,Hazaric4,onetal17IC4,control
-1243.6475285,-1.4772500528,Hazaric4,onetal17IC4,control
-1263.7211096,-1.622678769,Hazaric4,onetal17IC4,control
-1283.8137559,-1.5544819964,Hazaric4,onetal17IC4,control
-1303.4534109,-1.4657659964,Hazaric4,onetal17IC4,control
-1322.5828434,-1.8035821685,Hazaric4,onetal17IC4,control
-1341.5504381,-1.6767368881,Hazaric4,onetal17IC4,control
-1360.3693078,-2.0955207595,Hazaric4,onetal17IC4,control
-1379.2478062,-1.9502749767,Hazaric4,onetal17IC4,control
-1398.2216653,-1.4649270862,Hazaric4,onetal17IC4,control
-1417.1242655,-1.535714881,Hazaric4,onetal17IC4,control
-1435.9489249,-1.644022908,Hazaric4,onetal17IC4,control
-1454.5962162,-1.6161264703,Hazaric4,onetal17IC4,control
-1473.0201029,-1.1252279295,Hazaric4,onetal17IC4,control
-1491.7306756,-1.4980170554,Hazaric4,onetal17IC4,control
-1510.8339411,-1.4674232958,Hazaric4,onetal17IC4,control
-1529.6030653,-1.4723587404,Hazaric4,onetal17IC4,control
-1547.9411918,-1.4418908693,Hazaric4,onetal17IC4,control
-1566.3885341,-1.6612040777,Hazaric4,onetal17IC4,control
-1585.0018645,-1.4951632941,Hazaric4,onetal17IC4,control
-1603.6095354,-1.8677925182,Hazaric4,onetal17IC4,control
-1622.1924601,-1.8183694917,Hazaric4,onetal17IC4,control
-1640.8223689,-1.819441002,Hazaric4,onetal17IC4,control
-1659.465613,-1.8025401881,Hazaric4,onetal17IC4,control
-1678.6653578,-1.8795107027,Hazaric4,onetal17IC4,control
-1813.2788625,-0.4813431201,Hazaric4,onetal17IC4,control
-1833.0497575,-0.8374642745,Hazaric4,onetal17IC4,control
-1853.0226642,0.0066975453,Hazaric4,onetal17IC4,control
-1872.6348707,-0.0824870903,Hazaric4,onetal17IC4,control
-1891.5496116,-0.9255414466,Hazaric4,onetal17IC4,control
-1910.5021757,-0.939565044,Hazaric4,onetal17IC4,control
-1929.7113176,-0.772317376,Hazaric4,onetal17IC4,control
-1949.217328,-0.9234309494,Hazaric4,onetal17IC4,control
-1969.1857827,-0.9228938661,Hazaric4,onetal17IC4,control
-1989.1458355,-1.0637446724,Hazaric4,onetal17IC4,control
-2008.9051967,-0.9147400719,Hazaric4,onetal17IC4,control
-2028.6389968,-1.0744878591,Hazaric4,onetal17IC4,control
-2048.5719549,-1.130704193,Hazaric4,onetal17IC4,control
-2067.8105901,-1.1880079756,Hazaric4,onetal17IC4,control
-2085.8611195,-1.0717933124,Hazaric4,onetal17IC4,control
-2103.8013478,-1.4316190962,Hazaric4,onetal17IC4,control
-2122.0129003,-1.4421993508,Hazaric4,onetal17IC4,control
-2140.2024816,-1.8402310947,Hazaric4,onetal17IC4,control
-2158.3309173,-2.2406784177,Hazaric4,onetal17IC4,control
-2176.3674928,-2.1900818972,Hazaric4,onetal17IC4,control
-2194.2633641,-2.2224472444,Hazaric4,onetal17IC4,control
-2212.2353486,-2.2363194418,Hazaric4,onetal17IC4,control
-2231.306071,-2.1821252789,Hazaric4,onetal17IC4,control
-2247.1114444,-2.1997931431,Hazaric4,onetal17IC4,control
-2258.3794248,-2.240921233,Hazaric4,onetal17IC4,control
-2269.0852682,-2.3988411673,Hazaric4,onetal17IC4,control
-2280.292028,-2.4761341835,Hazaric4,onetal17IC4,control
-2291.4768515,-2.1599078979,Hazaric4,onetal17IC4,control
-2302.6007664,-2.0552916799,Hazaric4,onetal17IC4,control
-2313.8026073,-2.3033038231,Hazaric4,onetal17IC4,control
-2325.2048882,-2.0323358912,Hazaric4,onetal17IC4,control
-2336.4675222,-2.1161660707,Hazaric4,onetal17IC4,control
-2347.4430442,-2.6210685183,Hazaric4,onetal17IC4,control
-2358.3140611,-2.5431225449,Hazaric4,onetal17IC4,control
-2369.0959189,-2.4034934106,Hazaric4,onetal17IC4,control
-2379.9223155,-2.3524354072,Hazaric4,onetal17IC4,control
-2390.8838873,-2.4909677714,Hazaric4,onetal17IC4,control
-2401.8229988,-2.4005046864,Hazaric4,onetal17IC4,control
-2412.6946783,-2.4961251898,Hazaric4,onetal17IC4,control
-2423.4945861,-2.425053053,Hazaric4,onetal17IC4,control
-2434.1898093,-2.2041073084,Hazaric4,onetal17IC4,control
-2444.8808071,-2.5583072084,Hazaric4,onetal17IC4,control
-2455.5136235,-1.9837181388,Hazaric4,onetal17IC4,control
-2466.5034002,-2.1662910192,Hazaric4,onetal17IC4,control
-2478.1960309,-2.0677922296,Hazaric4,onetal17IC4,control
-2489.8241067,-1.9724492173,Hazaric4,onetal17IC4,control
-2501.0327678,-2.3045046715,Hazaric4,onetal17IC4,control
-2512.3367043,-2.3914152112,Hazaric4,onetal17IC4,control
-2523.9253167,-1.8542513491,Hazaric4,onetal17IC4,control
-2535.5724785,-1.6742620591,Hazaric4,onetal17IC4,control
-2547.2218218,-1.6993470139,Hazaric4,onetal17IC4,control
-2558.8794394,-2.0101462785,Hazaric4,onetal17IC4,control
-2570.5704354,-1.8933297188,Hazaric4,onetal17IC4,control
-2582.1383619,-1.7158933088,Hazaric4,onetal17IC4,control
-2593.4721411,-1.666074928,Hazaric4,onetal17IC4,control
-2604.833581,-1.4041713125,Hazaric4,onetal17IC4,control
-2616.3316022,-1.2099675437,Hazaric4,onetal17IC4,control
-2627.8450698,-1.3461549006,Hazaric4,onetal17IC4,control
-2639.3316388,-0.5087196281,Hazaric4,onetal17IC4,control
-2650.8572088,0.6644024478,Hazaric4,onetal17IC4,control
-2662.442461,0.1544959822,Hazaric4,onetal17IC4,control
-2674.0780732,-1.1185177977,Hazaric4,onetal17IC4,control
-2685.7700267,-2.2491984772,Hazaric4,onetal17IC4,control
-2697.4928786,-2.1562720369,Hazaric4,onetal17IC4,control
-2709.2422219,-2.3755212434,Hazaric4,onetal17IC4,control
-2720.9942325,-1.9059997593,Hazaric4,onetal17IC4,control
-2732.7042744,-1.6852429236,Hazaric4,onetal17IC4,control
-2744.5370132,-1.5319024924,Hazaric4,onetal17IC4,control
-2756.6379001,-1.3079610258,Hazaric4,onetal17IC4,control
-2768.6070933,-1.1665734197,Hazaric4,onetal17IC4,control
-2780.2354981,-1.5203503212,Hazaric4,onetal17IC4,control
-2791.90317,-1.0855810567,Hazaric4,onetal17IC4,control
-2803.7846095,-1.1301805015,Hazaric4,onetal17IC4,control
-2815.5876824,-1.0607220288,Hazaric4,onetal17IC4,control
-2827.2044718,-0.9646693206,Hazaric4,onetal17IC4,control
-2838.7541897,-0.6190737862,Hazaric4,onetal17IC4,control
-2850.2554946,-0.3639739214,Hazaric4,onetal17IC4,control
-2861.7450698,-0.6954242142,Hazaric4,onetal17IC4,control
-2873.2316388,-0.790761646,Hazaric4,onetal17IC4,control
-2884.7567467,-1.9158167196,Hazaric4,onetal17IC4,control
-2896.3353263,-1.5040967844,Hazaric4,onetal17IC4,control
-2907.9879022,-1.0784441784,Hazaric4,onetal17IC4,control
-2919.7838503,-1.0702986824,Hazaric4,onetal17IC4,control
-2931.4544215,-1.9859999707,Hazaric4,onetal17IC4,control
-2942.8656988,-1.4277031071,Hazaric4,onetal17IC4,control
-2954.2176514,-1.1192037599,Hazaric4,onetal17IC4,control
-2965.5415621,-1.6947667126,Hazaric4,onetal17IC4,control
-2976.9434087,-1.691201254,Hazaric4,onetal17IC4,control
-2988.545673,-1.5749501944,Hazaric4,onetal17IC4,control
-3000.0032503,-1.9622857015,Hazaric4,onetal17IC4,control
-3011.1053935,-2.2222618107,Hazaric4,onetal17IC4,control
-3022.3236573,-2.0053492991,Hazaric4,onetal17IC4,control
-3033.8818706,-2.0359364937,Hazaric4,onetal17IC4,control
-3045.4425973,-2.0051602505,Hazaric4,onetal17IC4,control
-3056.8737997,-1.7299770964,Hazaric4,onetal17IC4,control
-3068.3525893,-1.546975893,Hazaric4,onetal17IC4,control
-3079.9305065,-1.5396115819,Hazaric4,onetal17IC4,control
-3091.5869436,-1.4375715588,Hazaric4,onetal17IC4,control
-3103.3690512,-1.4732982958,Hazaric4,onetal17IC4,control
-3115.0649499,-2.3837450916,Hazaric4,onetal17IC4,control
-3126.5480881,-2.3659935743,Hazaric4,onetal17IC4,control
-3138.0609605,-1.8144558334,Hazaric4,onetal17IC4,control
-3149.6624677,-1.1877035841,Hazaric4,onetal17IC4,control
-3161.4187853,-1.362498352,Hazaric4,onetal17IC4,control
-3173.4141303,-1.4864083087,Hazaric4,onetal17IC4,control
-3185.4494102,-1.4886728927,Hazaric4,onetal17IC4,control
-3197.4697716,-1.4338070857,Hazaric4,onetal17IC4,control
-3209.4282678,-1.6243372982,Hazaric4,onetal17IC4,control
-3221.2601145,-1.7856367565,Hazaric4,onetal17IC4,control
-3233.1355844,-1.067340407,Hazaric4,onetal17IC4,control
-3245.1336062,-1.2526899721,Hazaric4,onetal17IC4,control
-3257.1466073,-0.950571725,Hazaric4,onetal17IC4,control
-3269.1264989,-0.6665264712,Hazaric4,onetal17IC4,control
-3281.171933,-0.3409273523,Hazaric4,onetal17IC4,control
-3293.4029403,-0.6643706244,Hazaric4,onetal17IC4,control
-3305.3992835,-0.161793961,Hazaric4,onetal17IC4,control
-3316.8844817,-0.6415059299,Hazaric4,onetal17IC4,control
-3328.5230468,-0.262343713,Hazaric4,onetal17IC4,control
-3340.6292163,0.114778971,Hazaric4,onetal17IC4,control
-3352.7576014,-0.583731235,Hazaric4,onetal17IC4,control
-3364.7792679,-1.2363200041,Hazaric4,onetal17IC4,control
-3376.7305986,-2.0033720892,Hazaric4,onetal17IC4,control
-3388.5960987,-1.9845390485,Hazaric4,onetal17IC4,control
-3400.4051905,-1.0089603187,Hazaric4,onetal17IC4,control
-3412.1564955,-1.0103194178,Hazaric4,onetal17IC4,control
-3423.8956075,-1.6410305565,Hazaric4,onetal17IC4,control
-3435.6255017,-1.6288062573,Hazaric4,onetal17IC4,control
-3447.4147176,-1.2763198063,Hazaric4,onetal17IC4,control
-3459.3060087,-0.7809020186,Hazaric4,onetal17IC4,control
-3471.2309106,-0.7173215394,Hazaric4,onetal17IC4,control
-3483.1402874,-0.5370585088,Hazaric4,onetal17IC4,control
-3495.1858069,-0.6425669413,Hazaric4,onetal17IC4,control
-3507.602036,-0.3001086346,Hazaric4,onetal17IC4,control
-3519.5437,-0.5556363704,Hazaric4,onetal17IC4,control
-3530.5491263,-0.4351708795,Hazaric4,onetal17IC4,control
-3541.6087156,-0.0788018952,Hazaric4,onetal17IC4,control
-3553.1094596,-0.4727862882,Hazaric4,onetal17IC4,control
-3564.6417887,-0.5318535103,Hazaric4,onetal17IC4,control
-3576.1196591,-0.7417794652,Hazaric4,onetal17IC4,control
-3587.5094536,-0.9394104575,Hazaric4,onetal17IC4,control
-3598.7353106,-1.0628371058,Hazaric4,onetal17IC4,control
-3610.0187383,-0.8825371328,Hazaric4,onetal17IC4,control
-3621.459364,-1.1605743359,Hazaric4,onetal17IC4,control
-3632.9423465,-1.3810386273,Hazaric4,onetal17IC4,control
-3644.4484492,-1.6455934416,Hazaric4,onetal17IC4,control
-3655.9375932,-1.4303449056,Hazaric4,onetal17IC4,control
-3667.3548878,-1.7670065718,Hazaric4,onetal17IC4,control
-3678.8650843,-2.1765567273,Hazaric4,onetal17IC4,control
-3690.5483404,-2.6893816363,Hazaric4,onetal17IC4,control
-3702.3017786,-2.4058306156,Hazaric4,onetal17IC4,control
-3714.1414517,-2.5701798023,Hazaric4,onetal17IC4,control
-3725.8746464,-2.361130684,Hazaric4,onetal17IC4,control
-3737.4404412,-2.2716329516,Hazaric4,onetal17IC4,control
-3748.7872563,-2.3124580618,Hazaric4,onetal17IC4,control
-3759.7965595,-2.3205153248,Hazaric4,onetal17IC4,control
-3770.8977733,-2.7881075995,Hazaric4,onetal17IC4,control
-3782.3134827,-1.9639351725,Hazaric4,onetal17IC4,control
-3793.7077245,-1.9257438723,Hazaric4,onetal17IC4,control
-3804.9664371,-1.9321405031,Hazaric4,onetal17IC4,control
-3816.1893717,-2.0662316943,Hazaric4,onetal17IC4,control
-3827.3967853,-2.2893725861,Hazaric4,onetal17IC4,control
-3838.5623459,-2.0484452129,Hazaric4,onetal17IC4,control
-3849.4768237,-2.0566880877,Hazaric4,onetal17IC4,control
-3861.0881692,-2.0695027571,Hazaric4,onetal17IC4,control
-3874.0321951,-1.9585259108,Hazaric4,onetal17IC4,control
-3887.4379317,-1.8520455827,Hazaric4,onetal17IC4,control
-3901.1346514,-1.9935414895,Hazaric4,onetal17IC4,control
-3914.7340185,-2.0134469255,Hazaric4,onetal17IC4,control
-3927.9690627,-2.2951439896,Hazaric4,onetal17IC4,control
-3941.2235503,-1.776974697,Hazaric4,onetal17IC4,control
-3954.6556143,-1.7524656078,Hazaric4,onetal17IC4,control
-3967.9058132,-1.6157949365,Hazaric4,onetal17IC4,control
-3979.6562853,-2.8919682118,Hazaric4,onetal17IC4,control
-3995.8186523,-2.4663681601,Hazaric4,onetal17IC4,control
-4025.8743804,-2.1928721918,Hazaric4,onetal17IC4,control
-4058.4717095,-2.0084508427,Hazaric4,onetal17IC4,control
-4088.6534865,-1.5515315244,Hazaric4,onetal17IC4,control
-4118.8799673,-1.7510906057,Hazaric4,onetal17IC4,control
-4149.2415082,-2.0450511835,Hazaric4,onetal17IC4,control
-4179.5820286,-1.7368093558,Hazaric4,onetal17IC4,control
-4209.8740069,-1.7672070453,Hazaric4,onetal17IC4,control
-4240.0175867,-1.9285134342,Hazaric4,onetal17IC4,control
-4269.7294215,-2.4679324807,Hazaric4,onetal17IC4,control
-4300.126298,-3.3500280159,Hazaric4,onetal17IC4,control
-4331.8410496,-2.4449828695,Hazaric4,onetal17IC4,control
-4363.9469087,-1.896540413,Hazaric4,onetal17IC4,control
-4396.2657994,-1.9817466701,Hazaric4,onetal17IC4,control
-4428.4102521,-2.0095227323,Hazaric4,onetal17IC4,control
-4460.097212,-2.2533251785,Hazaric4,onetal17IC4,control
-4491.7850329,-2.0713234588,Hazaric4,onetal17IC4,control
-4523.6330624,-2.0015802758,Hazaric4,onetal17IC4,control
-4555.519191,-2.1790604782,Hazaric4,onetal17IC4,control
-4587.6838156,-2.3178603085,Hazaric4,onetal17IC4,control
-4797.1771852,-0.3137664308,Hazaric4,onetal17IC4,control
-4831.461165,-0.9555164413,Hazaric4,onetal17IC4,control
-4865.0400231,-1.2293208277,Hazaric4,onetal17IC4,control
-4897.9226391,-0.6296114962,Hazaric4,onetal17IC4,control
-4932.7605417,-0.8135018583,Hazaric4,onetal17IC4,control
-4968.7093703,-0.9444988852,Hazaric4,onetal17IC4,control
-5004.1268257,-0.9110895359,Hazaric4,onetal17IC4,control
-5039.5635603,-0.1586313681,Hazaric4,onetal17IC4,control
-5075.1912922,0.3909660109,Hazaric4,onetal17IC4,control
-5110.6127744,-0.3449271407,Hazaric4,onetal17IC4,control
-5145.8067631,-0.5666949155,Hazaric4,onetal17IC4,control
-5181.3238802,-0.1495122089,Hazaric4,onetal17IC4,control
-5216.6151441,-0.6564516828,Hazaric4,onetal17IC4,control
-5250.3210949,-0.2023208072,Hazaric4,onetal17IC4,control
-5283.8825887,1.1801925425,Hazaric4,onetal17IC4,control
-5318.0796342,0.4781830922,Hazaric4,onetal17IC4,control
-5352.1400019,0.721204371,Hazaric4,onetal17IC4,control
-5386.02501,0.3543881578,Hazaric4,onetal17IC4,control
-5420.1505821,0.2725282032,Hazaric4,onetal17IC4,control
-5454.3912693,0.7133716764,Hazaric4,onetal17IC4,control
-5488.2562528,0.3203472477,Hazaric4,onetal17IC4,control
-5523.058942,0.1024784621,Hazaric4,onetal17IC4,control
-5559.8315825,-0.4201059964,Hazaric4,onetal17IC4,control
-5596.5267359,-0.2296575938,Hazaric4,onetal17IC4,control
-5633.0151938,0.597530249,Hazaric4,onetal17IC4,control
-5670.468579,1.0225562903,Hazaric4,onetal17IC4,control
-5708.3264513,1.4654402181,Hazaric4,onetal17IC4,control
-5745.5528059,1.5142483893,Hazaric4,onetal17IC4,control
-5782.7075579,1.7040241389,Hazaric4,onetal17IC4,control
-5819.9464817,1.2154382117,Hazaric4,onetal17IC4,control
-5857.5132344,1.2735505093,Hazaric4,onetal17IC4,control
-5895.4313782,1.5833613767,Hazaric4,onetal17IC4,control
-5933.5925675,0.8761998878,Hazaric4,onetal17IC4,control
-5971.9185003,0.7808259099,Hazaric4,onetal17IC4,control
-6010.1793101,0.2807576784,Hazaric4,onetal17IC4,control
-6048.6629532,-0.0837628935,Hazaric4,onetal17IC4,control
-6087.5728077,0.1000509163,Hazaric4,onetal17IC4,control
-6126.5144686,0.4718150599,Hazaric4,onetal17IC4,control
-6165.1230192,0.4163399761,Hazaric4,onetal17IC4,control
-6199.8741413,0.9417281515,Hazaric4,onetal17IC4,control
-6232.7916524,1.1089413376,Hazaric4,onetal17IC4,control
-6266.4071897,1.6681269048,Hazaric4,onetal17IC4,control
-6300.0750185,1.8387568369,Hazaric4,onetal17IC4,control
-6333.7597813,1.2188353063,Hazaric4,onetal17IC4,control
-6367.5429494,0.0188992987,Hazaric4,onetal17IC4,control
-6401.3841126,-0.0654350897,Hazaric4,onetal17IC4,control
-6434.4842087,-0.1037260108,Hazaric4,onetal17IC4,control
-6468.0758215,-0.1014490817,Hazaric4,onetal17IC4,control
-6504.7813486,0.4284043157,Hazaric4,onetal17IC4,control
-6542.2979692,0.4481373204,Hazaric4,onetal17IC4,control
-6579.7116929,0.7208092798,Hazaric4,onetal17IC4,control
-6616.8500758,1.9013532189,Hazaric4,onetal17IC4,control
-6653.7449489,1.4198846803,Hazaric4,onetal17IC4,control
-6691.0916589,1.964510071,Hazaric4,onetal17IC4,control
-6728.493511,2.803017364,Hazaric4,onetal17IC4,control
-6765.4337035,1.8056422661,Hazaric4,onetal17IC4,control
-6801.893701,1.6919757602,Hazaric4,onetal17IC4,control
-6837.7218153,1.1090763681,Hazaric4,onetal17IC4,control
-6873.8920175,1.0606050919,Hazaric4,onetal17IC4,control
-6910.4015425,0.5828394728,Hazaric4,onetal17IC4,control
-6946.6089069,0.2452676998,Hazaric4,onetal17IC4,control
-6982.7611554,0.2737965129,Hazaric4,onetal17IC4,control
-7019.1668332,1.4811564273,Hazaric4,onetal17IC4,control
-7055.7033301,1.5469846103,Hazaric4,onetal17IC4,control
-7092.4644734,1.3441196318,Hazaric4,onetal17IC4,control
-7128.0110962,2.139728096,Hazaric4,onetal17IC4,control
-7162.5118679,2.7901688449,Hazaric4,onetal17IC4,control
-7197.7048113,2.4040317608,Hazaric4,onetal17IC4,control
-7232.9960053,1.6322885888,Hazaric4,onetal17IC4,control
-7267.6210318,1.5014548198,Hazaric4,onetal17IC4,control
-7302.4486157,1.05815609,Hazaric4,onetal17IC4,control
-7337.8414819,0.7453260676,Hazaric4,onetal17IC4,control
-7373.2031522,-0.2631919559,Hazaric4,onetal17IC4,control
-7408.5480166,-0.6564680427,Hazaric4,onetal17IC4,control
-7444.087706,-1.5235511505,Hazaric4,onetal17IC4,control
-7480.0338856,-1.3775053401,Hazaric4,onetal17IC4,control
-7516.9482751,-1.1983467632,Hazaric4,onetal17IC4,control
-7553.9177383,-0.6926946283,Hazaric4,onetal17IC4,control
-7590.58237,-0.7231145088,Hazaric4,onetal17IC4,control
-7627.1774351,-0.7873922256,Hazaric4,onetal17IC4,control
-7663.7190581,-0.5033372969,Hazaric4,onetal17IC4,control
-7700.2111227,-0.4613800286,Hazaric4,onetal17IC4,control
-7736.8455518,-0.8277506515,Hazaric4,onetal17IC4,control
-7773.9501317,-0.0648136773,Hazaric4,onetal17IC4,control
-7811.3031133,-0.2240519044,Hazaric4,onetal17IC4,control
-7848.8696758,0.0525455112,Hazaric4,onetal17IC4,control
-7886.3276408,0.0870253611,Hazaric4,onetal17IC4,control
-7923.6658861,-0.1127872277,Hazaric4,onetal17IC4,control
-7961.0113102,-0.1048424127,Hazaric4,onetal17IC4,control
-7998.0122883,-0.0035651267,Hazaric4,onetal17IC4,control
-8033.8898904,-0.004548911,Hazaric4,onetal17IC4,control
-8070.2375706,-0.0691354739,Hazaric4,onetal17IC4,control
-8107.7243146,-0.4390071512,Hazaric4,onetal17IC4,control
-8144.9064098,-0.6402690433,Hazaric4,onetal17IC4,control
-8181.8126388,-0.3848632053,Hazaric4,onetal17IC4,control
-8218.7276526,-0.7202308437,Hazaric4,onetal17IC4,control
-8255.9815401,-0.8423625215,Hazaric4,onetal17IC4,control
-8309.5863063,-1.2323439057,Hazaric4,onetal17IC4,control
-8348.7836491,-1.2669756561,Hazaric4,onetal17IC4,control
-8387.6701615,-1.2640147755,Hazaric4,onetal17IC4,control
-8423.427696,-1.5859286816,Hazaric4,onetal17IC4,control
-8458.7530467,-0.9939030048,Hazaric4,onetal17IC4,control
-8494.935062,-1.0709582379,Hazaric4,onetal17IC4,control
-8531.3985949,-0.7665618543,Hazaric4,onetal17IC4,control
-8568.1095572,-0.9948221365,Hazaric4,onetal17IC4,control
-8604.927984,-1.210430186,Hazaric4,onetal17IC4,control
-8641.7724543,-1.3675420033,Hazaric4,onetal17IC4,control
-8679.494332,-1.6276184673,Hazaric4,onetal17IC4,control
-8713.7559167,-1.0573178994,Hazaric4,onetal17IC4,control
-8742.1428556,-1.4838704393,Hazaric4,onetal17IC4,control
-8770.3053998,-1.2551423708,Hazaric4,onetal17IC4,control
-8798.7372991,-1.4754582047,Hazaric4,onetal17IC4,control
-8826.8566384,-1.2968416343,Hazaric4,onetal17IC4,control
-8854.862859,-1.4041759701,Hazaric4,onetal17IC4,control
60.2223006,-0.8678882775,Hazaric5,onetal17IC5,control
33.1011349,-1.6220017033,Hazaric5,onetal17IC5,control
13.8256059,-1.3329637394,Hazaric5,onetal17IC5,control
-5.3587814,-1.2255646998,Hazaric5,onetal17IC5,control
-24.5721901,-0.9381992843,Hazaric5,onetal17IC5,control
-43.8312313,-1.2886419644,Hazaric5,onetal17IC5,control
-63.0567448,-1.0728014155,Hazaric5,onetal17IC5,control
-82.230694,-0.9372016554,Hazaric5,onetal17IC5,control
-101.5020463,-0.8769079905,Hazaric5,onetal17IC5,control
-120.8813487,-0.8605362897,Hazaric5,onetal17IC5,control
-140.428106,-0.8556942189,Hazaric5,onetal17IC5,control
-160.1769027,-1.1791576736,Hazaric5,onetal17IC5,control
-179.7897532,-0.57720521,Hazaric5,onetal17IC5,control
-199.2232856,-0.5698876307,Hazaric5,onetal17IC5,control
-218.6610646,-0.5402319043,Hazaric5,onetal17IC5,control
-238.1225234,-0.6534803456,Hazaric5,onetal17IC5,control
-257.5351335,-0.4510741045,Hazaric5,onetal17IC5,control
