Age,Data,Variable,Author,onetal21tag
-2702.27586206897,-10.469,SofularC13,gokturketal11C13,control
-2707.8275862069,-10.301,SofularC13,gokturketal11C13,control
-2713.37931034483,-10.551,SofularC13,gokturketal11C13,control
-2718.93103448276,-10.77,SofularC13,gokturketal11C13,control
-2724.48275862069,-10.604,SofularC13,gokturketal11C13,control
-2730.03448275862,-10.389,SofularC13,gokturketal11C13,control
-2735.58620689655,-10.448,SofularC13,gokturketal11C13,control
-2741.13793103448,-10.632,SofularC13,gokturketal11C13,control
-2746.68965517241,-10.482,SofularC13,gokturketal11C13,control
-2752.24137931034,-10.279,SofularC13,gokturketal11C13,control
-2757.79310344828,-10.247,SofularC13,gokturketal11C13,control
-2763.34482758621,-10.211,SofularC13,gokturketal11C13,control
-2768.89655172414,-10.423,SofularC13,gokturketal11C13,control
-2774.44827586207,-10.506,SofularC13,gokturketal11C13,control
-2780,-10.469,SofularC13,gokturketal11C13,control
-2788.18965517241,-10.71,SofularC13,gokturketal11C13,control
-2796.37931034483,-10.425,SofularC13,gokturketal11C13,control
-2804.56896551724,-10.36,SofularC13,gokturketal11C13,control
-2812.75862068966,-10.693,SofularC13,gokturketal11C13,control
-2820.94827586207,-10.997,SofularC13,gokturketal11C13,control
-2829.13793103448,-10.734,SofularC13,gokturketal11C13,control
-2837.3275862069,-10.833,SofularC13,gokturketal11C13,control
-2845.51724137931,-10.526,SofularC13,gokturketal11C13,control
-2853.70689655173,-10.465,SofularC13,gokturketal11C13,control
-2861.89655172414,-10.092,SofularC13,gokturketal11C13,control
-2870.08620689655,-10.149,SofularC13,gokturketal11C13,control
-2878.27586206897,-10.081,SofularC13,gokturketal11C13,control
-2886.46551724138,-10.303,SofularC13,gokturketal11C13,control
-2894.65517241379,-10.343,SofularC13,gokturketal11C13,control
-2902.84482758621,-10.389,SofularC13,gokturketal11C13,control
-2911.03448275862,-10.317,SofularC13,gokturketal11C13,control
-2919.22413793104,-10.077,SofularC13,gokturketal11C13,control
-2927.41379310345,-9.955,SofularC13,gokturketal11C13,control
-2935.60344827586,-10.335,SofularC13,gokturketal11C13,control
-2943.79310344828,-10.278,SofularC13,gokturketal11C13,control
-2951.98275862069,-10.392,SofularC13,gokturketal11C13,control
-2960.17241379311,-10.142,SofularC13,gokturketal11C13,control
-2968.36206896552,-10.148,SofularC13,gokturketal11C13,control
-2976.55172413793,-10.602,SofularC13,gokturketal11C13,control
-2984.74137931035,-10.818,SofularC13,gokturketal11C13,control
-2992.93103448276,-10.494,SofularC13,gokturketal11C13,control
-3001.12068965517,-9.995,SofularC13,gokturketal11C13,control
-3009.31034482759,-9.896,SofularC13,gokturketal11C13,control
-3017.5,-10.148,SofularC13,gokturketal11C13,control
-3025.68965517242,-10.635,SofularC13,gokturketal11C13,control
-3033.87931034483,-10.664,SofularC13,gokturketal11C13,control
-3042.06896551724,-10.559,SofularC13,gokturketal11C13,control
-3050.25862068966,-10.286,SofularC13,gokturketal11C13,control
-3058.44827586207,-10.449,SofularC13,gokturketal11C13,control
-3066.63793103448,-10.553,SofularC13,gokturketal11C13,control
-3074.8275862069,-10.504,SofularC13,gokturketal11C13,control
-3083.01724137931,-10.699,SofularC13,gokturketal11C13,control
-3091.20689655173,-10.736,SofularC13,gokturketal11C13,control
-3099.39655172414,-10.475,SofularC13,gokturketal11C13,control
-3107.58620689655,-10.434,SofularC13,gokturketal11C13,control
-3115.77586206897,-10.407,SofularC13,gokturketal11C13,control
-3123.96551724138,-10.323,SofularC13,gokturketal11C13,control
-3132.15517241379,-10.63,SofularC13,gokturketal11C13,control
-3140.34482758621,-10.546,SofularC13,gokturketal11C13,control
-3148.53448275862,-10.644,SofularC13,gokturketal11C13,control
-3156.72413793103,-10.483,SofularC13,gokturketal11C13,control
-3164.91379310345,-10.526,SofularC13,gokturketal11C13,control
-3173.10344827586,-10.454,SofularC13,gokturketal11C13,control
-3181.29310344828,-10.429,SofularC13,gokturketal11C13,control
-3189.48275862069,-10.363,SofularC13,gokturketal11C13,control
-3197.6724137931,-10.503,SofularC13,gokturketal11C13,control
-3205.86206896552,-10.639,SofularC13,gokturketal11C13,control
-3214.05172413793,-10.615,SofularC13,gokturketal11C13,control
-3222.24137931034,-10.779,SofularC13,gokturketal11C13,control
-3230.43103448276,-10.94,SofularC13,gokturketal11C13,control
-3238.62068965517,-10.945,SofularC13,gokturketal11C13,control
-3246.81034482759,-10.94,SofularC13,gokturketal11C13,control
-3255,-11.07,SofularC13,gokturketal11C13,control
-3262.25,-11.219,SofularC13,gokturketal11C13,control
-3269.5,-11.217,SofularC13,gokturketal11C13,control
-3276.75,-11.317,SofularC13,gokturketal11C13,control
-3284,-11.29,SofularC13,gokturketal11C13,control
-3292.32,-11.256,SofularC13,gokturketal11C13,control
-3300.64,-10.902,SofularC13,gokturketal11C13,control
-3308.96,-10.885,SofularC13,gokturketal11C13,control
-3317.28,-10.939,SofularC13,gokturketal11C13,control
-3325.6,-11.015,SofularC13,gokturketal11C13,control
-3333.92,-10.721,SofularC13,gokturketal11C13,control
-3342.24,-10.62,SofularC13,gokturketal11C13,control
-3350.56,-10.918,SofularC13,gokturketal11C13,control
-3358.88,-10.997,SofularC13,gokturketal11C13,control
-3367.2,-10.66,SofularC13,gokturketal11C13,control
-3368.61081081081,-10.77,SofularC13,gokturketal11C13,control
-3370.02162162162,-10.5,SofularC13,gokturketal11C13,control
-3371.43243243243,-10.78,SofularC13,gokturketal11C13,control
-3372.84324324324,-10.72,SofularC13,gokturketal11C13,control
-3374.25405405405,-10.83,SofularC13,gokturketal11C13,control
-3375.66486486486,-10.88,SofularC13,gokturketal11C13,control
-3377.07567567568,-10.88,SofularC13,gokturketal11C13,control
-3378.48648648649,-10.85,SofularC13,gokturketal11C13,control
-3379.8972972973,-10.84,SofularC13,gokturketal11C13,control
-3381.30810810811,-10.76,SofularC13,gokturketal11C13,control
-3382.71891891892,-10.85,SofularC13,gokturketal11C13,control
-3384.12972972973,-10.77,SofularC13,gokturketal11C13,control
-3385.54054054054,-10.86,SofularC13,gokturketal11C13,control
-3386.95135135135,-10.94,SofularC13,gokturketal11C13,control
-3388.36216216216,-10.97,SofularC13,gokturketal11C13,control
-3389.77297297297,-10.69,SofularC13,gokturketal11C13,control
-3391.18378378378,-10.93,SofularC13,gokturketal11C13,control
-3392.59459459459,-11.12,SofularC13,gokturketal11C13,control
-3394.0054054054,-10.96,SofularC13,gokturketal11C13,control
-3395.41621621621,-11,SofularC13,gokturketal11C13,control
-3396.82702702703,-10.99,SofularC13,gokturketal11C13,control
-3398.23783783784,-10.96,SofularC13,gokturketal11C13,control
-3399.64864864865,-10.99,SofularC13,gokturketal11C13,control
-3401.05945945946,-11.03,SofularC13,gokturketal11C13,control
-3402.47027027027,-11.06,SofularC13,gokturketal11C13,control
-3403.88108108108,-11.22,SofularC13,gokturketal11C13,control
-3405.29189189189,-11.14,SofularC13,gokturketal11C13,control
-3406.7027027027,-11.02,SofularC13,gokturketal11C13,control
-3408.11351351351,-11.01,SofularC13,gokturketal11C13,control
-3409.52432432432,-11.28,SofularC13,gokturketal11C13,control
-3410.93513513513,-11.27,SofularC13,gokturketal11C13,control
-3412.34594594594,-11.31,SofularC13,gokturketal11C13,control
-3413.75675675675,-11.07,SofularC13,gokturketal11C13,control
-3415.16756756757,-11.25,SofularC13,gokturketal11C13,control
-3416.57837837838,-11.25,SofularC13,gokturketal11C13,control
-3417.98918918919,-11.18,SofularC13,gokturketal11C13,control
-3419.4,-11.29,SofularC13,gokturketal11C13,control
-3420.81081081081,-11.38,SofularC13,gokturketal11C13,control
-3422.22162162162,-11.25,SofularC13,gokturketal11C13,control
-3423.63243243243,-11.18,SofularC13,gokturketal11C13,control
-3425.04324324324,-11.27,SofularC13,gokturketal11C13,control
-3426.45405405405,-11.26,SofularC13,gokturketal11C13,control
-3427.86486486486,-11.34,SofularC13,gokturketal11C13,control
-3429.27567567567,-11.36,SofularC13,gokturketal11C13,control
-3430.68648648648,-11.33,SofularC13,gokturketal11C13,control
-3432.09729729729,-11.41,SofularC13,gokturketal11C13,control
-3433.50810810811,-11.47,SofularC13,gokturketal11C13,control
-3434.91891891892,-11.48,SofularC13,gokturketal11C13,control
-3436.32972972973,-11.4,SofularC13,gokturketal11C13,control
-3437.74054054054,-11.43,SofularC13,gokturketal11C13,control
-3439.15135135135,-11.36,SofularC13,gokturketal11C13,control
-3440.56216216216,-11.4,SofularC13,gokturketal11C13,control
-3441.97297297297,-11.32,SofularC13,gokturketal11C13,control
-3443.38378378378,-11.395,SofularC13,gokturketal11C13,control
-3444.79459459459,-11.433,SofularC13,gokturketal11C13,control
-3446.2054054054,-11.485,SofularC13,gokturketal11C13,control
-3447.61621621621,-11.396,SofularC13,gokturketal11C13,control
-3449.02702702702,-11.422,SofularC13,gokturketal11C13,control
-3450.43783783783,-11.441,SofularC13,gokturketal11C13,control
-3451.84864864864,-11.412,SofularC13,gokturketal11C13,control
-3453.25945945946,-11.372,SofularC13,gokturketal11C13,control
-3454.67027027027,-11.387,SofularC13,gokturketal11C13,control
-3456.08108108108,-11.289,SofularC13,gokturketal11C13,control
-3457.49189189189,-11.266,SofularC13,gokturketal11C13,control
-3458.9027027027,-11.255,SofularC13,gokturketal11C13,control
-3460.31351351351,-11.375,SofularC13,gokturketal11C13,control
-3461.72432432432,-11.319,SofularC13,gokturketal11C13,control
-3463.13513513513,-11.385,SofularC13,gokturketal11C13,control
-3464.54594594594,-11.362,SofularC13,gokturketal11C13,control
-3465.95675675675,-11.348,SofularC13,gokturketal11C13,control
-3467.36756756756,-11.271,SofularC13,gokturketal11C13,control
-3468.77837837837,-11.372,SofularC13,gokturketal11C13,control
-3470.18918918918,-11.433,SofularC13,gokturketal11C13,control
-3471.6,-11.504,SofularC13,gokturketal11C13,control
-3473.01081081081,-11.392,SofularC13,gokturketal11C13,control
-3474.42162162162,-11.501,SofularC13,gokturketal11C13,control
-3475.83243243243,-11.47,SofularC13,gokturketal11C13,control
-3477.24324324324,-11.452,SofularC13,gokturketal11C13,control
-3478.65405405405,-11.482,SofularC13,gokturketal11C13,control
-3480.06486486486,-11.423,SofularC13,gokturketal11C13,control
-3481.47567567567,-11.389,SofularC13,gokturketal11C13,control
-3482.88648648648,-11.46,SofularC13,gokturketal11C13,control
-3484.29729729729,-11.564,SofularC13,gokturketal11C13,control
-3485.7081081081,-11.512,SofularC13,gokturketal11C13,control
-3487.11891891891,-11.47,SofularC13,gokturketal11C13,control
-3488.52972972972,-11.406,SofularC13,gokturketal11C13,control
-3489.94054054053,-11.409,SofularC13,gokturketal11C13,control
-3491.35135135135,-11.246,SofularC13,gokturketal11C13,control
-3492.76216216216,-11.204,SofularC13,gokturketal11C13,control
-3494.17297297297,-11.267,SofularC13,gokturketal11C13,control
-3495.58378378378,-11.201,SofularC13,gokturketal11C13,control
-3496.99459459459,-11.002,SofularC13,gokturketal11C13,control
-3498.4054054054,-10.991,SofularC13,gokturketal11C13,control
-3499.81621621621,-10.96,SofularC13,gokturketal11C13,control
-3501.22702702702,-10.956,SofularC13,gokturketal11C13,control
-3502.63783783783,-10.723,SofularC13,gokturketal11C13,control
-3504.04864864864,-10.709,SofularC13,gokturketal11C13,control
-3505.45945945945,-10.706,SofularC13,gokturketal11C13,control
-3506.87027027026,-10.728,SofularC13,gokturketal11C13,control
-3508.28108108107,-10.59,SofularC13,gokturketal11C13,control
-3509.69189189189,-10.626,SofularC13,gokturketal11C13,control
-3511.1027027027,-10.79,SofularC13,gokturketal11C13,control
-3512.51351351351,-10.81,SofularC13,gokturketal11C13,control
-3513.92432432432,-10.925,SofularC13,gokturketal11C13,control
-3515.33513513513,-10.852,SofularC13,gokturketal11C13,control
-3516.74594594594,-10.802,SofularC13,gokturketal11C13,control
-3518.15675675675,-10.895,SofularC13,gokturketal11C13,control
-3519.56756756756,-10.807,SofularC13,gokturketal11C13,control
-3520.97837837837,-10.933,SofularC13,gokturketal11C13,control
-3522.38918918918,-10.894,SofularC13,gokturketal11C13,control
-3523.79999999999,-10.901,SofularC13,gokturketal11C13,control
-3525.2108108108,-10.774,SofularC13,gokturketal11C13,control
-3526.62162162161,-10.768,SofularC13,gokturketal11C13,control
-3528.03243243242,-10.662,SofularC13,gokturketal11C13,control
-3529.44324324324,-10.785,SofularC13,gokturketal11C13,control
-3530.85405405405,-10.726,SofularC13,gokturketal11C13,control
-3532.26486486486,-10.842,SofularC13,gokturketal11C13,control
-3533.67567567567,-10.856,SofularC13,gokturketal11C13,control
-3535.08648648648,-10.839,SofularC13,gokturketal11C13,control
-3536.49729729729,-10.476,SofularC13,gokturketal11C13,control
-3537.9081081081,-10.195,SofularC13,gokturketal11C13,control
-3539.31891891891,-9.999,SofularC13,gokturketal11C13,control
-3540.72972972972,-10.101,SofularC13,gokturketal11C13,control
-3542.14054054053,-9.958,SofularC13,gokturketal11C13,control
-3543.55135135134,-10.06,SofularC13,gokturketal11C13,control
-3544.96216216215,-10.41,SofularC13,gokturketal11C13,control
-3546.37297297296,-10.459,SofularC13,gokturketal11C13,control
-3547.78378378378,-10.468,SofularC13,gokturketal11C13,control
-3549.19459459459,-10.404,SofularC13,gokturketal11C13,control
-3550.6054054054,-10.51,SofularC13,gokturketal11C13,control
-3552.01621621621,-10.328,SofularC13,gokturketal11C13,control
-3553.42702702702,-10.51,SofularC13,gokturketal11C13,control
-3554.83783783783,-10.565,SofularC13,gokturketal11C13,control
-3556.24864864864,-10.593,SofularC13,gokturketal11C13,control
-3557.65945945945,-10.914,SofularC13,gokturketal11C13,control
-3559.07027027026,-10.891,SofularC13,gokturketal11C13,control
-3560.48108108107,-10.911,SofularC13,gokturketal11C13,control
-3561.89189189188,-11.041,SofularC13,gokturketal11C13,control
-3563.30270270269,-10.974,SofularC13,gokturketal11C13,control
-3564.7135135135,-10.913,SofularC13,gokturketal11C13,control
-3566.12432432432,-10.987,SofularC13,gokturketal11C13,control
-3567.53513513513,-10.885,SofularC13,gokturketal11C13,control
-3568.94594594594,-10.905,SofularC13,gokturketal11C13,control
-3570.35675675675,-11.104,SofularC13,gokturketal11C13,control
-3571.76756756756,-11.17,SofularC13,gokturketal11C13,control
-3573.17837837837,-11.078,SofularC13,gokturketal11C13,control
-3574.58918918918,-11.077,SofularC13,gokturketal11C13,control
-3575.99999999999,-11.039,SofularC13,gokturketal11C13,control
-3582.68965517241,-11.05,SofularC13,gokturketal11C13,control
-3589.37931034483,-10.971,SofularC13,gokturketal11C13,control
-3596.06896551724,-10.928,SofularC13,gokturketal11C13,control
-3602.75862068965,-11.06,SofularC13,gokturketal11C13,control
-3609.44827586207,-10.816,SofularC13,gokturketal11C13,control
-3616.13793103448,-10.764,SofularC13,gokturketal11C13,control
-3622.8275862069,-10.752,SofularC13,gokturketal11C13,control
-3629.51724137931,-10.68,SofularC13,gokturketal11C13,control
-3636.20689655172,-10.647,SofularC13,gokturketal11C13,control
-3642.89655172414,-10.771,SofularC13,gokturketal11C13,control
-3649.58620689655,-10.861,SofularC13,gokturketal11C13,control
-3656.27586206896,-10.941,SofularC13,gokturketal11C13,control
-3662.96551724138,-10.94,SofularC13,gokturketal11C13,control
-3669.65517241379,-10.839,SofularC13,gokturketal11C13,control
-3676.34482758621,-10.924,SofularC13,gokturketal11C13,control
-3683.03448275862,-10.797,SofularC13,gokturketal11C13,control
-3689.72413793103,-10.879,SofularC13,gokturketal11C13,control
-3696.41379310345,-11.031,SofularC13,gokturketal11C13,control
-3703.10344827586,-10.895,SofularC13,gokturketal11C13,control
-3709.79310344827,-10.972,SofularC13,gokturketal11C13,control
-3716.48275862069,-10.991,SofularC13,gokturketal11C13,control
-3723.1724137931,-10.94,SofularC13,gokturketal11C13,control
-3729.86206896552,-10.949,SofularC13,gokturketal11C13,control
-3736.55172413793,-10.97,SofularC13,gokturketal11C13,control
-3743.24137931034,-10.841,SofularC13,gokturketal11C13,control
-3749.93103448276,-10.992,SofularC13,gokturketal11C13,control
-3756.62068965517,-10.898,SofularC13,gokturketal11C13,control
-3763.31034482758,-10.829,SofularC13,gokturketal11C13,control
-3770,-10.83,SofularC13,gokturketal11C13,control
-3775.7,-10.768,SofularC13,gokturketal11C13,control
-3781.4,-10.957,SofularC13,gokturketal11C13,control
-3787.1,-10.966,SofularC13,gokturketal11C13,control
-3792.8,-11.055,SofularC13,gokturketal11C13,control
-3798.5,-11.121,SofularC13,gokturketal11C13,control
-3804.2,-11.202,SofularC13,gokturketal11C13,control
-3809.9,-11.161,SofularC13,gokturketal11C13,control
-3815.6,-11.111,SofularC13,gokturketal11C13,control
-3821.3,-11.107,SofularC13,gokturketal11C13,control
-3827,-11.112,SofularC13,gokturketal11C13,control
-3832.7,-11.143,SofularC13,gokturketal11C13,control
-3838.4,-11.036,SofularC13,gokturketal11C13,control
-3844.1,-10.993,SofularC13,gokturketal11C13,control
-3849.8,-10.982,SofularC13,gokturketal11C13,control
-3855.5,-10.963,SofularC13,gokturketal11C13,control
-3861.2,-11.026,SofularC13,gokturketal11C13,control
-3866.9,-11.025,SofularC13,gokturketal11C13,control
-3872.6,-11.078,SofularC13,gokturketal11C13,control
-3878.3,-11.173,SofularC13,gokturketal11C13,control
-3884,-11.198,SofularC13,gokturketal11C13,control
-3886.61702692307,-10.95,SofularC13,gokturketal11C13,control
-3889.23405384617,-11.003,SofularC13,gokturketal11C13,control
-3891.85108076924,-10.893,SofularC13,gokturketal11C13,control
-3894.46810769232,-10.948,SofularC13,gokturketal11C13,control
-3897.08513461539,-11.044,SofularC13,gokturketal11C13,control
-3899.70216153846,-10.988,SofularC13,gokturketal11C13,control
-3902.31918846154,-11.065,SofularC13,gokturketal11C13,control
-3904.93621538461,-11.168,SofularC13,gokturketal11C13,control
-3907.55324230771,-11.152,SofularC13,gokturketal11C13,control
-3910.17026923078,-11.198,SofularC13,gokturketal11C13,control
-3912.78729615385,-11.109,SofularC13,gokturketal11C13,control
-3915.40432307693,-10.967,SofularC13,gokturketal11C13,control
-3918.02135,-11.003,SofularC13,gokturketal11C13,control
-3920.63837692307,-11.009,SofularC13,gokturketal11C13,control
-3923.25540384617,-11.068,SofularC13,gokturketal11C13,control
-3925.87243076924,-11.033,SofularC13,gokturketal11C13,control
-3928.48945769232,-11.122,SofularC13,gokturketal11C13,control
-3931.10648461539,-11.128,SofularC13,gokturketal11C13,control
-3933.72351153846,-11.127,SofularC13,gokturketal11C13,control
-3936.34053846153,-11.041,SofularC13,gokturketal11C13,control
-3938.95756538461,-11.008,SofularC13,gokturketal11C13,control
-3941.57459230771,-11.01,SofularC13,gokturketal11C13,control
-3944.19161923078,-10.99,SofularC13,gokturketal11C13,control
-3946.80864615385,-10.736,SofularC13,gokturketal11C13,control
-3949.42567307693,-11.009,SofularC13,gokturketal11C13,control
-3952.0427,-10.895,SofularC13,gokturketal11C13,control
-3954.65972692307,-10.844,SofularC13,gokturketal11C13,control
-3957.27675384617,-10.976,SofularC13,gokturketal11C13,control
-3959.89378076924,-10.981,SofularC13,gokturketal11C13,control
-3962.51080769232,-11.009,SofularC13,gokturketal11C13,control
-3965.12783461539,-10.927,SofularC13,gokturketal11C13,control
-3967.74486153846,-10.958,SofularC13,gokturketal11C13,control
-3970.36188846153,-10.926,SofularC13,gokturketal11C13,control
-3972.97891538461,-10.839,SofularC13,gokturketal11C13,control
-3975.59594230771,-10.947,SofularC13,gokturketal11C13,control
-3978.21296923078,-10.877,SofularC13,gokturketal11C13,control
-3980.82999615385,-10.864,SofularC13,gokturketal11C13,control
-3983.44702307692,-10.869,SofularC13,gokturketal11C13,control
-3986.06405,-10.863,SofularC13,gokturketal11C13,control
-3988.68107692307,-10.85,SofularC13,gokturketal11C13,control
-3991.29810384617,-10.786,SofularC13,gokturketal11C13,control
-3993.91513076924,-10.884,SofularC13,gokturketal11C13,control
-3996.53215769231,-10.748,SofularC13,gokturketal11C13,control
-3999.14918461539,-10.761,SofularC13,gokturketal11C13,control
-4001.76621153846,-10.76,SofularC13,gokturketal11C13,control
-4004.38323846153,-10.677,SofularC13,gokturketal11C13,control
-4007.00026538461,-10.674,SofularC13,gokturketal11C13,control
-4009.61729230771,-10.581,SofularC13,gokturketal11C13,control
-4012.23431923078,-10.778,SofularC13,gokturketal11C13,control
-4014.85134615385,-10.83,SofularC13,gokturketal11C13,control
-4017.46837307692,-11.169,SofularC13,gokturketal11C13,control
-4020.0854,-10.893,SofularC13,gokturketal11C13,control
-4022.70242692307,-10.954,SofularC13,gokturketal11C13,control
-4025.31945384617,-10.887,SofularC13,gokturketal11C13,control
-4027.93648076924,-10.972,SofularC13,gokturketal11C13,control
-4030.55350769232,-10.855,SofularC13,gokturketal11C13,control
-4033.17053461539,-10.952,SofularC13,gokturketal11C13,control
-4045.77103461539,-10.881,SofularC13,gokturketal11C13,control
-4058.37153461539,-10.912,SofularC13,gokturketal11C13,control
-4070.97203461539,-10.9525,SofularC13,gokturketal11C13,control
-4083.57253461539,-10.993,SofularC13,gokturketal11C13,control
-4096.17303461539,-11.169,SofularC13,gokturketal11C13,control
-4108.77353461539,-11.309,SofularC13,gokturketal11C13,control
-4121.37403461539,-11.179,SofularC13,gokturketal11C13,control
-4133.97453461539,-10.685,SofularC13,gokturketal11C13,control
-4146.57503461539,-10.502,SofularC13,gokturketal11C13,control
-4159.17553461539,-10.799,SofularC13,gokturketal11C13,control
-4171.77603461539,-10.899,SofularC13,gokturketal11C13,control
-4184.37653461539,-10.799,SofularC13,gokturketal11C13,control
-4196.97703461539,-10.645,SofularC13,gokturketal11C13,control
-4209.57753461539,-10.79,SofularC13,gokturketal11C13,control
-4222.17803461539,-10.96,SofularC13,gokturketal11C13,control
-4234.77853461539,-10.777,SofularC13,gokturketal11C13,control
-4247.37903461539,-10.901,SofularC13,gokturketal11C13,control
-4260,-10.692,SofularC13,gokturketal11C13,control
-4270.55263157895,-10.657,SofularC13,gokturketal11C13,control
-4281.10526315789,-10.661,SofularC13,gokturketal11C13,control
-4291.65789473684,-10.684,SofularC13,gokturketal11C13,control
-4302.21052631579,-10.84,SofularC13,gokturketal11C13,control
-4312.76315789474,-10.855,SofularC13,gokturketal11C13,control
-4323.31578947368,-10.668,SofularC13,gokturketal11C13,control
-4333.86842105263,-10.611,SofularC13,gokturketal11C13,control
-4344.42105263158,-10.649,SofularC13,gokturketal11C13,control
-4354.97368421052,-10.553,SofularC13,gokturketal11C13,control
-4365.52631578947,-10.572,SofularC13,gokturketal11C13,control
-4376.07894736842,-10.704,SofularC13,gokturketal11C13,control
-4386.63157894736,-10.923,SofularC13,gokturketal11C13,control
-4397.18421052631,-10.78,SofularC13,gokturketal11C13,control
-4407.73684210526,-11.037,SofularC13,gokturketal11C13,control
-4418.28947368421,-10.752,SofularC13,gokturketal11C13,control
-4428.84210526315,-10.708,SofularC13,gokturketal11C13,control
-4439.3947368421,-10.759,SofularC13,gokturketal11C13,control
-4449.94736842105,-10.633,SofularC13,gokturketal11C13,control
-4460.49999999999,-10.454,SofularC13,gokturketal11C13,control
-4471.05263157894,-10.505,SofularC13,gokturketal11C13,control
-4481.60526315789,-10.457,SofularC13,gokturketal11C13,control
-4492.15789473684,-10.333,SofularC13,gokturketal11C13,control
-4502.71052631578,-10.525,SofularC13,gokturketal11C13,control
-4513.26315789473,-10.769,SofularC13,gokturketal11C13,control
-4523.81578947368,-10.797,SofularC13,gokturketal11C13,control
-4534.36842105262,-10.447,SofularC13,gokturketal11C13,control
-4544.92105263157,-10.461,SofularC13,gokturketal11C13,control
-4555.47368421052,-10.522,SofularC13,gokturketal11C13,control
-4566.02631578946,-10.478,SofularC13,gokturketal11C13,control
-4576.57894736841,-10.397,SofularC13,gokturketal11C13,control
-4587.13157894736,-10.362,SofularC13,gokturketal11C13,control
-4597.68421052631,-10.218,SofularC13,gokturketal11C13,control
-4608.23684210525,-10.404,SofularC13,gokturketal11C13,control
-4618.7894736842,-10.456,SofularC13,gokturketal11C13,control
-4629.34210526315,-10.292,SofularC13,gokturketal11C13,control
-4639.89473684209,-10.479,SofularC13,gokturketal11C13,control
-4650.44736842104,-10.419,SofularC13,gokturketal11C13,control
-4660.99999999999,-10.291,SofularC13,gokturketal11C13,control
-4672.88709677418,-10.428,SofularC13,gokturketal11C13,control
-4684.77419354838,-10.496,SofularC13,gokturketal11C13,control
-4696.66129032257,-10.439,SofularC13,gokturketal11C13,control
-4708.54838709677,-10.371,SofularC13,gokturketal11C13,control
-4720.43548387096,-10.304,SofularC13,gokturketal11C13,control
-4732.32258064515,-10.242,SofularC13,gokturketal11C13,control
-4744.20967741935,-10.368,SofularC13,gokturketal11C13,control
-4756.09677419354,-10.395,SofularC13,gokturketal11C13,control
-4767.98387096774,-10.432,SofularC13,gokturketal11C13,control
-4779.87096774193,-10.453,SofularC13,gokturketal11C13,control
-4791.75806451613,-10.316,SofularC13,gokturketal11C13,control
-4803.64516129032,-10.129,SofularC13,gokturketal11C13,control
-4815.53225806451,-10.135,SofularC13,gokturketal11C13,control
-4827.41935483871,-10.015,SofularC13,gokturketal11C13,control
-4839.3064516129,-10.096,SofularC13,gokturketal11C13,control
-4851.1935483871,-10.118,SofularC13,gokturketal11C13,control
-4863.08064516129,-10.336,SofularC13,gokturketal11C13,control
-4874.96774193548,-10.15,SofularC13,gokturketal11C13,control
-4886.85483870968,-10.459,SofularC13,gokturketal11C13,control
-4898.74193548387,-10.534,SofularC13,gokturketal11C13,control
-4910.62903225807,-10.31,SofularC13,gokturketal11C13,control
-4922.51612903226,-10.431,SofularC13,gokturketal11C13,control
-4934.40322580645,-10.501,SofularC13,gokturketal11C13,control
-4946.29032258065,-10.663,SofularC13,gokturketal11C13,control
-4958.17741935484,-10.462,SofularC13,gokturketal11C13,control
-4970.06451612904,-10.362,SofularC13,gokturketal11C13,control
-4981.95161290323,-10.509,SofularC13,gokturketal11C13,control
-4993.83870967742,-10.33,SofularC13,gokturketal11C13,control
-5005.72580645162,-10.413,SofularC13,gokturketal11C13,control
-5017.61290322581,-10.214,SofularC13,gokturketal11C13,control
-5029.50000000001,-10.36,SofularC13,gokturketal11C13,control
-5041.3870967742,-10.293,SofularC13,gokturketal11C13,control
-5053.2741935484,-10.495,SofularC13,gokturketal11C13,control
-5065.16129032259,-10.45,SofularC13,gokturketal11C13,control
-5077.04838709678,-10.286,SofularC13,gokturketal11C13,control
-5088.93548387098,-10.353,SofularC13,gokturketal11C13,control
-5100.82258064517,-10.27,SofularC13,gokturketal11C13,control
-5112.70967741937,-10.352,SofularC13,gokturketal11C13,control
-5124.59677419356,-10.564,SofularC13,gokturketal11C13,control
-5136.48387096775,-10.569,SofularC13,gokturketal11C13,control
-5148.37096774195,-10.743,SofularC13,gokturketal11C13,control
-5160.25806451614,-10.751,SofularC13,gokturketal11C13,control
-5172.14516129034,-10.504,SofularC13,gokturketal11C13,control
-5184.03225806453,-10.238,SofularC13,gokturketal11C13,control
-5195.91935483872,-10.177,SofularC13,gokturketal11C13,control
-5207.80645161292,-10.269,SofularC13,gokturketal11C13,control
-5219.69354838711,-10.478,SofularC13,gokturketal11C13,control
-5231.58064516131,-10.298,SofularC13,gokturketal11C13,control
-5243.4677419355,-10.499,SofularC13,gokturketal11C13,control
-5255.3548387097,-10.549,SofularC13,gokturketal11C13,control
-5267.24193548389,-10.592,SofularC13,gokturketal11C13,control
-5279.12903225808,-10.37,SofularC13,gokturketal11C13,control
-5291.01612903228,-10.444,SofularC13,gokturketal11C13,control
-5302.90322580647,-10.237,SofularC13,gokturketal11C13,control
-5314.79032258067,-10.44,SofularC13,gokturketal11C13,control
-5326.67741935486,-10.21,SofularC13,gokturketal11C13,control
-5338.56451612905,-10.203,SofularC13,gokturketal11C13,control
-5350.45161290325,-10.309,SofularC13,gokturketal11C13,control
