Age,Data,Variable,Author
-2989,-3.98,bucadellarenellaRL4,drysdaleetal06
-3018,-3.97,bucadellarenellaRL4,drysdaleetal06
-3079,-3.73,bucadellarenellaRL4,drysdaleetal06
-3112,-3.96,bucadellarenellaRL4,drysdaleetal06
-3181,-4.01,bucadellarenellaRL4,drysdaleetal06
-3257,-3.74,bucadellarenellaRL4,drysdaleetal06
-3297,-3.74,bucadellarenellaRL4,drysdaleetal06
-3339,-3.87,bucadellarenellaRL4,drysdaleetal06
-3383,-3.94,bucadellarenellaRL4,drysdaleetal06
-3476,-4.02,bucadellarenellaRL4,drysdaleetal06
-3525,-4.17,bucadellarenellaRL4,drysdaleetal06
-3630,-4.19,bucadellarenellaRL4,drysdaleetal06
-3686,-3.87,bucadellarenellaRL4,drysdaleetal06
-3743,-4.04,bucadellarenellaRL4,drysdaleetal06
-3802,-4.32,bucadellarenellaRL4,drysdaleetal06
-3863,-3.03,bucadellarenellaRL4,drysdaleetal06
-3926,-3.8,bucadellarenellaRL4,drysdaleetal06
-3989,-3.46,bucadellarenellaRL4,drysdaleetal06
-4120,-3.73,bucadellarenellaRL4,drysdaleetal06
-4186,-3.5,bucadellarenellaRL4,drysdaleetal06
-4321,-3.32,bucadellarenellaRL4,drysdaleetal06
-4388,-3.57,bucadellarenellaRL4,drysdaleetal06
-4456,-4.17,bucadellarenellaRL4,drysdaleetal06
-4524,-3.96,bucadellarenellaRL4,drysdaleetal06
-4591,-3.84,bucadellarenellaRL4,drysdaleetal06
-4725,-4.32,bucadellarenellaRL4,drysdaleetal06
-4791,-4.45,bucadellarenellaRL4,drysdaleetal06
-4919,-4.16,bucadellarenellaRL4,drysdaleetal06
-5102,-3.98,bucadellarenellaRL4,drysdaleetal06
-5160,-3.67,bucadellarenellaRL4,drysdaleetal06
-5270,-3.58,bucadellarenellaRL4,drysdaleetal06
-5321,-3.71,bucadellarenellaRL4,drysdaleetal06
-5370,-3.42,bucadellarenellaRL4,drysdaleetal06
-5416,-3.4,bucadellarenellaRL4,drysdaleetal06
-5460,-4.06,bucadellarenellaRL4,drysdaleetal06
-5539,-4.02,bucadellarenellaRL4,drysdaleetal06
-5575,-3.81,bucadellarenellaRL4,drysdaleetal06
-5641,-3.88,bucadellarenellaRL4,drysdaleetal06
-5671,-3.86,bucadellarenellaRL4,drysdaleetal06
-5701,-4.08,bucadellarenellaRL4,drysdaleetal06
-5757,-3.53,bucadellarenellaRL4,drysdaleetal06
-5785,-3.84,bucadellarenellaRL4,drysdaleetal06
-5812,-3.5,bucadellarenellaRL4,drysdaleetal06
-5868,-3.85,bucadellarenellaRL4,drysdaleetal06
-5928,-4.37,bucadellarenellaRL4,drysdaleetal06
-5960,-4.22,bucadellarenellaRL4,drysdaleetal06
-6029,-3.96,bucadellarenellaRL4,drysdaleetal06
-6065,-3.8,bucadellarenellaRL4,drysdaleetal06
-6104,-3.85,bucadellarenellaRL4,drysdaleetal06
-6184,-4.12,bucadellarenellaRL4,drysdaleetal06
-6270,-3.85,bucadellarenellaRL4,drysdaleetal06
-6359,-3.68,bucadellarenellaRL4,drysdaleetal06
-6453,-3.67,bucadellarenellaRL4,drysdaleetal06
-6549,-4.25,bucadellarenellaRL4,drysdaleetal06
-6598,-3.9,bucadellarenellaRL4,drysdaleetal06
-6698,-4.07,bucadellarenellaRL4,drysdaleetal06
-6748,-4.18,bucadellarenellaRL4,drysdaleetal06
-6849,-4.33,bucadellarenellaRL4,drysdaleetal06
-6900,-3.99,bucadellarenellaRL4,drysdaleetal06
-7001,-3.75,bucadellarenellaRL4,drysdaleetal06
-50,515.24,telakko,kaniewskietal13
-82,454.01,telakko,kaniewskietal13
-170,496.52,telakko,kaniewskietal13
-327,439.57,telakko,kaniewskietal13
-432,490.83,telakko,kaniewskietal13
-537,429.63,telakko,kaniewskietal13
-641,445.21,telakko,kaniewskietal13
-746,538.46,telakko,kaniewskietal13
-851,565,telakko,kaniewskietal13
-956,558.76,telakko,kaniewskietal13
-1060,484.62,telakko,kaniewskietal13
-1165,452.57,telakko,kaniewskietal13
-1270,503.72,telakko,kaniewskietal13
-1369,521.71,telakko,kaniewskietal13
-1469,467.13,telakko,kaniewskietal13
-1568,446.16,telakko,kaniewskietal13
-1668,455.06,telakko,kaniewskietal13
-1767,398.47,telakko,kaniewskietal13
-1866,455.79,telakko,kaniewskietal13
-1966,435.21,telakko,kaniewskietal13
-2065,481.86,telakko,kaniewskietal13
-2164,502.49,telakko,kaniewskietal13
-2264,428.02,telakko,kaniewskietal13
-2363,551.67,telakko,kaniewskietal13
-2463,487.81,telakko,kaniewskietal13
-2562,445.34,telakko,kaniewskietal13
-2661,492.12,telakko,kaniewskietal13
-2761,448.85,telakko,kaniewskietal13
-2860,517.94,telakko,kaniewskietal13
-2960,439.94,telakko,kaniewskietal13
-3060,368.24,telakko,kaniewskietal13
-3160,471.89,telakko,kaniewskietal13
-3260,490.82,telakko,kaniewskietal13
-3360,449,telakko,kaniewskietal13
-3460,448.15,telakko,kaniewskietal13
-3560,505.24,telakko,kaniewskietal13
-3660,478.35,telakko,kaniewskietal13
-3760,488.67,telakko,kaniewskietal13
-3860,477.08,telakko,kaniewskietal13
-3960,503.61,telakko,kaniewskietal13
-4060,396.61,telakko,kaniewskietal13
-4160,428.97,telakko,kaniewskietal13
-4260,404.87,telakko,kaniewskietal13
-4360,415.27,telakko,kaniewskietal13
-4460,460.79,telakko,kaniewskietal13
-4560,514.2,telakko,kaniewskietal13
-4660,532.56,telakko,kaniewskietal13
-4760,470,telakko,kaniewskietal13
-4860,383.33,telakko,kaniewskietal13
-4911,531.98,telakko,kaniewskietal13
-4962,549.62,telakko,kaniewskietal13
-5013,551.53,telakko,kaniewskietal13
-5064,532.52,telakko,kaniewskietal13
-5115,449.95,telakko,kaniewskietal13
-5166,389.74,telakko,kaniewskietal13
-5217,452.17,telakko,kaniewskietal13
-5268,436.47,telakko,kaniewskietal13
-5319,493.58,telakko,kaniewskietal13
-5370,509.66,telakko,kaniewskietal13
-5420,486.55,telakko,kaniewskietal13
-5471,446.87,telakko,kaniewskietal13
-5522,501.81,telakko,kaniewskietal13
-5573,458.44,telakko,kaniewskietal13
-5624,432.64,telakko,kaniewskietal13
-5675,441.3,telakko,kaniewskietal13
-5726,568.88,telakko,kaniewskietal13
-5777,468.93,telakko,kaniewskietal13
-5828,447.89,telakko,kaniewskietal13
-5879,444.56,telakko,kaniewskietal13
-5930,502.76,telakko,kaniewskietal13
-70,0.57,aegeangeotusl148isotope,kuhntetal08
-170,0.38,aegeangeotusl148isotope,kuhntetal08
-340,0.68,aegeangeotusl148isotope,kuhntetal08
-520,0.43,aegeangeotusl148isotope,kuhntetal08
-690,0.48,aegeangeotusl148isotope,kuhntetal08
-860,0.86,aegeangeotusl148isotope,kuhntetal08
-1030,0.43,aegeangeotusl148isotope,kuhntetal08
-1200,0.56,aegeangeotusl148isotope,kuhntetal08
-1380,0.54,aegeangeotusl148isotope,kuhntetal08
-1720,1.1,aegeangeotusl148isotope,kuhntetal08
-1890,0.22,aegeangeotusl148isotope,kuhntetal08
-2060,0.79,aegeangeotusl148isotope,kuhntetal08
-2230,0.62,aegeangeotusl148isotope,kuhntetal08
-2410,-0.05,aegeangeotusl148isotope,kuhntetal08
-2580,0.33,aegeangeotusl148isotope,kuhntetal08
-2750,0.07,aegeangeotusl148isotope,kuhntetal08
-2850,0.47,aegeangeotusl148isotope,kuhntetal08
-2920,0.21,aegeangeotusl148isotope,kuhntetal08
-3090,0.38,aegeangeotusl148isotope,kuhntetal08
-3270,0.49,aegeangeotusl148isotope,kuhntetal08
-3610,0.5,aegeangeotusl148isotope,kuhntetal08
-3780,0.31,aegeangeotusl148isotope,kuhntetal08
-3950,0.83,aegeangeotusl148isotope,kuhntetal08
-4130,-0.1,aegeangeotusl148isotope,kuhntetal08
-4300,0.01,aegeangeotusl148isotope,kuhntetal08
-4470,-0.4,aegeangeotusl148isotope,kuhntetal08
-4640,0.07,aegeangeotusl148isotope,kuhntetal08
-4810,0.1,aegeangeotusl148isotope,kuhntetal08
-4990,0.52,aegeangeotusl148isotope,kuhntetal08
-5170,0.2,aegeangeotusl148isotope,kuhntetal08
-5350,0.39,aegeangeotusl148isotope,kuhntetal08
-5520,-0.02,aegeangeotusl148isotope,kuhntetal08
-5700,0.05,aegeangeotusl148isotope,kuhntetal08
-5880,-0.1,aegeangeotusl148isotope,kuhntetal08
-6060,-0.06,aegeangeotusl148isotope,kuhntetal08
-6240,0.16,aegeangeotusl148isotope,kuhntetal08
-6420,0.08,aegeangeotusl148isotope,kuhntetal08
-6590,0.49,aegeangeotusl148isotope,kuhntetal08
-6770,-0.42,aegeangeotusl148isotope,kuhntetal08
-6950,0.84,aegeangeotusl148isotope,kuhntetal08
-7130,-0.47,aegeangeotusl148isotope,kuhntetal08
-7310,-0.41,aegeangeotusl148isotope,kuhntetal08
-2687.55,2.82,dojranCo1260,franckeetal13
-2723.83,2.28,dojranCo1260,franckeetal13
-2760.66,3.22,dojranCo1260,franckeetal13
-2798.04,2.71,dojranCo1260,franckeetal13
-2836.01,5.93,dojranCo1260,franckeetal13
-2874.59,3.52,dojranCo1260,franckeetal13
-2913.79,7.49,dojranCo1260,franckeetal13
-2953.64,9.81,dojranCo1260,franckeetal13
-2994.16,12.53,dojranCo1260,franckeetal13
-3035.39,16.97,dojranCo1260,franckeetal13
-3068.89,20.11,dojranCo1260,franckeetal13
-3111.45,21.81,dojranCo1260,franckeetal13
-3154.8,20.64,dojranCo1260,franckeetal13
-3198.96,17.51,dojranCo1260,franckeetal13
-3243.98,27.79,dojranCo1260,franckeetal13
-3289.89,27.3,dojranCo1260,franckeetal13
-3336.73,20.71,dojranCo1260,franckeetal13
-3384.55,31.34,dojranCo1260,franckeetal13
-3433.38,23.08,dojranCo1260,franckeetal13
-3483.29,29.23,dojranCo1260,franckeetal13
-3534.32,30.11,dojranCo1260,franckeetal13
-3586.53,25.81,dojranCo1260,franckeetal13
-3639.98,24.54,dojranCo1260,franckeetal13
-3694.73,24.6,dojranCo1260,franckeetal13
-3750.86,23.54,dojranCo1260,franckeetal13
-3808.44,24.78,dojranCo1260,franckeetal13
-3867.56,22.42,dojranCo1260,franckeetal13
-3928.29,23.6,dojranCo1260,franckeetal13
-3990.74,21.48,dojranCo1260,franckeetal13
-4055,25.41,dojranCo1260,franckeetal13
-4121.19,32.01,dojranCo1260,franckeetal13
-4189.43,36.03,dojranCo1260,franckeetal13
-4259.83,38.23,dojranCo1260,franckeetal13
-4332.55,37.37,dojranCo1260,franckeetal13
-4407.71,35.3,dojranCo1260,franckeetal13
-4485.49,36.24,dojranCo1260,franckeetal13
-4566.03,36.51,dojranCo1260,franckeetal13
-4649.52,39.05,dojranCo1260,franckeetal13
-4736.13,36.65,dojranCo1260,franckeetal13
-4826.04,37.21,dojranCo1260,franckeetal13
-4996.75,35.58,dojranCo1260,franckeetal13
-5016.46,39.49,dojranCo1260,franckeetal13
-5117.29,39.51,dojranCo1260,franckeetal13
-5222.03,37.34,dojranCo1260,franckeetal13
-5330.76,28.66,dojranCo1260,franckeetal13
-5443.47,37.25,dojranCo1260,franckeetal13
-5560.07,38.27,dojranCo1260,franckeetal13
-5680.34,39.27,dojranCo1260,franckeetal13
-5803.95,35.69,dojranCo1260,franckeetal13
-5930.4,32.97,dojranCo1260,franckeetal13
-6059.04,31.81,dojranCo1260,franckeetal13
-6189.08,31.31,dojranCo1260,franckeetal13
-6319.67,33.7,dojranCo1260,franckeetal13
-6449.89,33.4,dojranCo1260,franckeetal13
-6578.87,32.46,dojranCo1260,franckeetal13
-6705.8,29.93,dojranCo1260,franckeetal13
-6830.01,31.16,dojranCo1260,franckeetal13
-6950.98,29.9,dojranCo1260,franckeetal13
-7068.32,28.13,dojranCo1260,franckeetal13
-7181.8,28.99,dojranCo1260,franckeetal13
-7291.31,27.46,dojranCo1260,franckeetal13
-7396.83,21.77,dojranCo1260,franckeetal13
-7498.42,26.71,dojranCo1260,franckeetal13
-7596.19,24.49,dojranCo1260,franckeetal13
-7690.28,22.07,dojranCo1260,franckeetal13
-7780.86,24.38,dojranCo1260,franckeetal13
-7868.11,23.35,dojranCo1260,franckeetal13
-7952.19,20.16,dojranCo1260,franckeetal13
-8033.3,21.67,dojranCo1260,franckeetal13
-31.36,7.8166,lakevanVan9010,lemckesturm97
-65.13,7.4025,lakevanVan9010,lemckesturm97
-113.02,7.3656,lakevanVan9010,lemckesturm97
-162.67,7.2441,lakevanVan9010,lemckesturm97
-199.78,7.3798,lakevanVan9010,lemckesturm97
-234.22,7.7925,lakevanVan9010,lemckesturm97
-266.67,8.2078,lakevanVan9010,lemckesturm97
-286.27,8.6399,lakevanVan9010,lemckesturm97
-305.86,9.072,lakevanVan9010,lemckesturm97
-325.45,9.504,lakevanVan9010,lemckesturm97
-341.37,9.7585,lakevanVan9010,lemckesturm97
-342.91,9.3174,lakevanVan9010,lemckesturm97
-344.44,8.8764,lakevanVan9010,lemckesturm97
-345.97,8.4353,lakevanVan9010,lemckesturm97
-347.51,7.9943,lakevanVan9010,lemckesturm97
-349.04,7.5532,lakevanVan9010,lemckesturm97
-350.57,7.1122,lakevanVan9010,lemckesturm97
-352.11,6.6711,lakevanVan9010,lemckesturm97
-353.64,6.2301,lakevanVan9010,lemckesturm97
-355.17,5.789,lakevanVan9010,lemckesturm97
-356.71,5.348,lakevanVan9010,lemckesturm97
-358.24,4.9069,lakevanVan9010,lemckesturm97
-359.77,4.4659,lakevanVan9010,lemckesturm97
-364.24,4.5204,lakevanVan9010,lemckesturm97
-370.98,4.9604,lakevanVan9010,lemckesturm97
-377.73,5.4005,lakevanVan9010,lemckesturm97
-384.47,5.8405,lakevanVan9010,lemckesturm97
-391.21,6.2805,lakevanVan9010,lemckesturm97
-397.96,6.7205,lakevanVan9010,lemckesturm97
-437.81,6.6385,lakevanVan9010,lemckesturm97
-495.14,6.281,lakevanVan9010,lemckesturm97
-525.77,5.8701,lakevanVan9010,lemckesturm97
-546.1,5.4386,lakevanVan9010,lemckesturm97
-566.43,5.007,lakevanVan9010,lemckesturm97
-586.76,4.5755,lakevanVan9010,lemckesturm97
-607.09,4.144,lakevanVan9010,lemckesturm97
-646.55,4.1321,lakevanVan9010,lemckesturm97
-702.96,4.4921,lakevanVan9010,lemckesturm97
-733.75,4.8986,lakevanVan9010,lemckesturm97
-748.05,5.3349,lakevanVan9010,lemckesturm97
-762.35,5.7712,lakevanVan9010,lemckesturm97
-776.66,6.2075,lakevanVan9010,lemckesturm97
-806.48,6.625,lakevanVan9010,lemckesturm97
-842.44,7.035,lakevanVan9010,lemckesturm97
-878.4,7.4451,lakevanVan9010,lemckesturm97
-904.69,7.4391,lakevanVan9010,lemckesturm97
-921.01,7.0041,lakevanVan9010,lemckesturm97
-937.33,6.5691,lakevanVan9010,lemckesturm97
-953.65,6.1342,lakevanVan9010,lemckesturm97
-969.97,5.6992,lakevanVan9010,lemckesturm97
-986.3,5.2642,lakevanVan9010,lemckesturm97
-1003.73,4.8359,lakevanVan9010,lemckesturm97
-1094.21,4.9199,lakevanVan9010,lemckesturm97
-1121.37,5.3435,lakevanVan9010,lemckesturm97
-1148.52,5.7672,lakevanVan9010,lemckesturm97
-1175.68,6.1908,lakevanVan9010,lemckesturm97
-1202.38,6.5755,lakevanVan9010,lemckesturm97
-1219.39,6.1411,lakevanVan9010,lemckesturm97
-1236.4,5.7066,lakevanVan9010,lemckesturm97
-1253.41,5.2722,lakevanVan9010,lemckesturm97
-1270.43,4.8378,lakevanVan9010,lemckesturm97
-1287.44,4.4033,lakevanVan9010,lemckesturm97
-1320.09,4.7036,lakevanVan9010,lemckesturm97
-1355.11,5.1153,lakevanVan9010,lemckesturm97
-1390.14,5.527,lakevanVan9010,lemckesturm97
-1424.24,5.8866,lakevanVan9010,lemckesturm97
-1444.39,5.4549,lakevanVan9010,lemckesturm97
-1464.53,5.0232,lakevanVan9010,lemckesturm97
-1484.68,4.5915,lakevanVan9010,lemckesturm97
-1504.83,4.1598,lakevanVan9010,lemckesturm97
-1524.97,3.7281,lakevanVan9010,lemckesturm97
-1545.12,3.2964,lakevanVan9010,lemckesturm97
-1560.61,3.1011,lakevanVan9010,lemckesturm97
-1563.55,3.542,lakevanVan9010,lemckesturm97
-1566.5,3.9829,lakevanVan9010,lemckesturm97
-1569.44,4.4238,lakevanVan9010,lemckesturm97
-1572.39,4.8647,lakevanVan9010,lemckesturm97
-1575.33,5.3056,lakevanVan9010,lemckesturm97
-1578.28,5.7465,lakevanVan9010,lemckesturm97
-1613.08,5.9395,lakevanVan9010,lemckesturm97
-1699.39,5.732,lakevanVan9010,lemckesturm97
-1784.13,5.8437,lakevanVan9010,lemckesturm97
-1872.93,5.8587,lakevanVan9010,lemckesturm97
-1958.17,5.8526,lakevanVan9010,lemckesturm97
-2027.19,6.1647,lakevanVan9010,lemckesturm97
-2054.76,6.5712,lakevanVan9010,lemckesturm97
-2069.31,7.0073,lakevanVan9010,lemckesturm97
-2083.87,7.4435,lakevanVan9010,lemckesturm97
-2098.42,7.8796,lakevanVan9010,lemckesturm97
-2112.98,8.3157,lakevanVan9010,lemckesturm97
-2127.53,8.7519,lakevanVan9010,lemckesturm97
-2142.09,9.188,lakevanVan9010,lemckesturm97
-2156.64,9.6241,lakevanVan9010,lemckesturm97
-2171.2,10.0603,lakevanVan9010,lemckesturm97
-2185.75,10.4964,lakevanVan9010,lemckesturm97
-2200.31,10.9325,lakevanVan9010,lemckesturm97
-2214.69,11.3515,lakevanVan9010,lemckesturm97
-2220.46,10.9111,lakevanVan9010,lemckesturm97
-2226.23,10.4708,lakevanVan9010,lemckesturm97
-2232,10.0304,lakevanVan9010,lemckesturm97
-2237.78,9.5901,lakevanVan9010,lemckesturm97
-2243.55,9.1497,lakevanVan9010,lemckesturm97
-2249.32,8.7093,lakevanVan9010,lemckesturm97
-2255.09,8.269,lakevanVan9010,lemckesturm97
-2260.86,7.8286,lakevanVan9010,lemckesturm97
-2266.64,7.3883,lakevanVan9010,lemckesturm97
-2272.41,6.9479,lakevanVan9010,lemckesturm97
-2278.18,6.5076,lakevanVan9010,lemckesturm97
-2283.95,6.0672,lakevanVan9010,lemckesturm97
-2289.72,5.6269,lakevanVan9010,lemckesturm97
-2331.85,5.2327,lakevanVan9010,lemckesturm97
-2371.32,4.9852,lakevanVan9010,lemckesturm97
-2378.66,5.425,lakevanVan9010,lemckesturm97
-2388.43,5.5494,lakevanVan9010,lemckesturm97
-2402.5,5.1129,lakevanVan9010,lemckesturm97
-2416.57,4.6763,lakevanVan9010,lemckesturm97
-2424.97,4.6198,lakevanVan9010,lemckesturm97
-2425.95,5.0609,lakevanVan9010,lemckesturm97
-2426.92,5.502,lakevanVan9010,lemckesturm97
-2427.9,5.9431,lakevanVan9010,lemckesturm97
-2428.87,6.3841,lakevanVan9010,lemckesturm97
-2429.85,6.8252,lakevanVan9010,lemckesturm97
-2430.82,7.2663,lakevanVan9010,lemckesturm97
-2431.8,7.7074,lakevanVan9010,lemckesturm97
-2432.78,8.1484,lakevanVan9010,lemckesturm97
-2433.75,8.5895,lakevanVan9010,lemckesturm97
-2435.05,8.9298,lakevanVan9010,lemckesturm97
-2438.82,8.489,lakevanVan9010,lemckesturm97
-2442.59,8.0482,lakevanVan9010,lemckesturm97
-2446.36,7.6074,lakevanVan9010,lemckesturm97
-2450.13,7.1666,lakevanVan9010,lemckesturm97
-2453.9,6.7259,lakevanVan9010,lemckesturm97
-2457.67,6.2851,lakevanVan9010,lemckesturm97
-2461.44,5.8443,lakevanVan9010,lemckesturm97
-2475.82,5.9339,lakevanVan9010,lemckesturm97
-2496.77,6.3096,lakevanVan9010,lemckesturm97
-2514.13,5.8754,lakevanVan9010,lemckesturm97
-2531.5,5.4413,lakevanVan9010,lemckesturm97
-2547.27,5.5154,lakevanVan9010,lemckesturm97
-2561.91,5.9515,lakevanVan9010,lemckesturm97
-2576.55,6.3875,lakevanVan9010,lemckesturm97
-2591.2,6.8236,lakevanVan9010,lemckesturm97
-2602.98,6.6914,lakevanVan9010,lemckesturm97
-2613.22,6.2527,lakevanVan9010,lemckesturm97
-2640.24,5.835,lakevanVan9010,lemckesturm97
-2661.89,5.8603,lakevanVan9010,lemckesturm97
-2664.04,6.3013,lakevanVan9010,lemckesturm97
-2666.19,6.7423,lakevanVan9010,lemckesturm97
-2669.26,7.0678,lakevanVan9010,lemckesturm97
-2678.46,6.6287,lakevanVan9010,lemckesturm97
-2687.65,6.1895,lakevanVan9010,lemckesturm97
-2696.85,5.7503,lakevanVan9010,lemckesturm97
-2748.76,5.505,lakevanVan9010,lemckesturm97
-2811.53,5.3179,lakevanVan9010,lemckesturm97
-2815.02,4.8771,lakevanVan9010,lemckesturm97
-2818.52,4.4362,lakevanVan9010,lemckesturm97
-2822.01,3.9954,lakevanVan9010,lemckesturm97
-2825.5,3.5546,lakevanVan9010,lemckesturm97
-2841.54,3.7439,lakevanVan9010,lemckesturm97
-2862.39,4.1748,lakevanVan9010,lemckesturm97
-2883.23,4.6056,lakevanVan9010,lemckesturm97
-2904.08,5.0365,lakevanVan9010,lemckesturm97
-2924.93,5.4674,lakevanVan9010,lemckesturm97
-2945.78,5.8983,lakevanVan9010,lemckesturm97
-2966.62,6.3292,lakevanVan9010,lemckesturm97
-3024.71,5.9944,lakevanVan9010,lemckesturm97
-3083.64,5.6422,lakevanVan9010,lemckesturm97
-3110.16,5.2223,lakevanVan9010,lemckesturm97
-3131.69,4.7919,lakevanVan9010,lemckesturm97
-3162.47,4.7846,lakevanVan9010,lemckesturm97
-3202.22,5.1875,lakevanVan9010,lemckesturm97
-3229.45,5.1998,lakevanVan9010,lemckesturm97
-3242.26,4.7625,lakevanVan9010,lemckesturm97
-3255.08,4.3252,lakevanVan9010,lemckesturm97
-3267.9,3.8878,lakevanVan9010,lemckesturm97
-3280.72,3.4505,lakevanVan9010,lemckesturm97
-3293.54,3.0131,lakevanVan9010,lemckesturm97
-3306.36,2.5758,lakevanVan9010,lemckesturm97
-3319.18,2.1385,lakevanVan9010,lemckesturm97
-3329.8,2.5424,lakevanVan9010,lemckesturm97
-3340.34,2.9809,lakevanVan9010,lemckesturm97
-3350.87,3.4194,lakevanVan9010,lemckesturm97
-3361.41,3.8579,lakevanVan9010,lemckesturm97
-3371.95,4.2964,lakevanVan9010,lemckesturm97
-3382.48,4.7349,lakevanVan9010,lemckesturm97
-3393.02,5.1734,lakevanVan9010,lemckesturm97
-3404.38,5.4761,lakevanVan9010,lemckesturm97
-3420.24,5.0408,lakevanVan9010,lemckesturm97
-3436.1,4.6055,lakevanVan9010,lemckesturm97
-3473.88,4.2095,lakevanVan9010,lemckesturm97
-3557.62,4.1096,lakevanVan9010,lemckesturm97
-3589.2,4.4271,lakevanVan9010,lemckesturm97
-3592.76,4.8679,lakevanVan9010,lemckesturm97
-3596.31,5.3087,lakevanVan9010,lemckesturm97
-3599.86,5.7495,lakevanVan9010,lemckesturm97
-3603.41,6.1903,lakevanVan9010,lemckesturm97
-3606.96,6.6311,lakevanVan9010,lemckesturm97
-3610.52,7.0719,lakevanVan9010,lemckesturm97
-3614.07,7.5127,lakevanVan9010,lemckesturm97
-3616.98,7.6693,lakevanVan9010,lemckesturm97
-3618.55,7.2282,lakevanVan9010,lemckesturm97
-3620.11,6.7872,lakevanVan9010,lemckesturm97
-3621.68,6.3461,lakevanVan9010,lemckesturm97
-3623.24,5.9051,lakevanVan9010,lemckesturm97
-3624.81,5.464,lakevanVan9010,lemckesturm97
-3626.37,5.023,lakevanVan9010,lemckesturm97
-3627.94,4.5819,lakevanVan9010,lemckesturm97
-3629.5,4.1409,lakevanVan9010,lemckesturm97
-3631.07,3.6998,lakevanVan9010,lemckesturm97
-3632.63,3.2588,lakevanVan9010,lemckesturm97
-3634.2,2.8177,lakevanVan9010,lemckesturm97
-3635.76,2.3767,lakevanVan9010,lemckesturm97
-3637.33,1.9356,lakevanVan9010,lemckesturm97
-3638.89,1.4946,lakevanVan9010,lemckesturm97
-3642.01,1.2477,lakevanVan9010,lemckesturm97
-3650.59,1.6871,lakevanVan9010,lemckesturm97
-3659.17,2.1264,lakevanVan9010,lemckesturm97
-3667.76,2.5658,lakevanVan9010,lemckesturm97
-3676.34,3.0052,lakevanVan9010,lemckesturm97
-3684.92,3.4445,lakevanVan9010,lemckesturm97
-3696.14,3.8821,lakevanVan9010,lemckesturm97
-3716.48,4.3135,lakevanVan9010,lemckesturm97
-3726.21,4.7517,lakevanVan9010,lemckesturm97
-3733.35,5.1916,lakevanVan9010,lemckesturm97
-3801.49,5.352,lakevanVan9010,lemckesturm97
-3818.82,5.7788,lakevanVan9010,lemckesturm97
-3833.25,6.1011,lakevanVan9010,lemckesturm97
-3839.93,5.661,lakevanVan9010,lemckesturm97
-3846.6,5.2209,lakevanVan9010,lemckesturm97
-3853.28,4.7808,lakevanVan9010,lemckesturm97
-3859.96,4.3407,lakevanVan9010,lemckesturm97
-3866.63,3.9006,lakevanVan9010,lemckesturm97
-3874.35,3.6211,lakevanVan9010,lemckesturm97
-3886.71,4.0586,lakevanVan9010,lemckesturm97
-3899.07,4.4961,lakevanVan9010,lemckesturm97
-3911.43,4.9337,lakevanVan9010,lemckesturm97
-3923.79,5.3712,lakevanVan9010,lemckesturm97
-3929.09,5.8114,lakevanVan9010,lemckesturm97
-3933.05,6.2521,lakevanVan9010,lemckesturm97
-3937.01,6.6928,lakevanVan9010,lemckesturm97
-3947.22,7.1095,lakevanVan9010,lemckesturm97
-3988.62,7.4562,lakevanVan9010,lemckesturm97
-3997.63,7.1004,lakevanVan9010,lemckesturm97
-4004.98,6.6605,lakevanVan9010,lemckesturm97
-4012.32,6.2206,lakevanVan9010,lemckesturm97
-4019.66,5.7807,lakevanVan9010,lemckesturm97
-4027,5.3409,lakevanVan9010,lemckesturm97
-4034.35,4.901,lakevanVan9010,lemckesturm97
-4041.22,4.6004,lakevanVan9010,lemckesturm97
-4045.57,5.041,lakevanVan9010,lemckesturm97
-4049.92,5.4816,lakevanVan9010,lemckesturm97
-4054.28,5.9223,lakevanVan9010,lemckesturm97
-4058.63,6.3629,lakevanVan9010,lemckesturm97
-4062.98,6.8036,lakevanVan9010,lemckesturm97
-4067.34,7.2442,lakevanVan9010,lemckesturm97
-4071.69,7.6849,lakevanVan9010,lemckesturm97
-4076.04,8.1255,lakevanVan9010,lemckesturm97
-4080.4,8.5662,lakevanVan9010,lemckesturm97
-4084.75,9.0068,lakevanVan9010,lemckesturm97
-4089.1,9.4475,lakevanVan9010,lemckesturm97
-4093.46,9.8881,lakevanVan9010,lemckesturm97
-4097.81,10.3288,lakevanVan9010,lemckesturm97
-4101.88,10.0557,lakevanVan9010,lemckesturm97
-4105.87,9.6149,lakevanVan9010,lemckesturm97
-4109.87,9.1742,lakevanVan9010,lemckesturm97
-4113.87,8.7334,lakevanVan9010,lemckesturm97
-4117.87,8.2927,lakevanVan9010,lemckesturm97
-4121.87,7.8519,lakevanVan9010,lemckesturm97
-4125.87,7.4112,lakevanVan9010,lemckesturm97
-4129.86,6.9704,lakevanVan9010,lemckesturm97
-4133.86,6.5297,lakevanVan9010,lemckesturm97
-4137.86,6.0889,lakevanVan9010,lemckesturm97
-4143.25,6.2843,lakevanVan9010,lemckesturm97
-4149.18,6.7246,lakevanVan9010,lemckesturm97
-4155.11,7.1648,lakevanVan9010,lemckesturm97
-4161.04,7.6051,lakevanVan9010,lemckesturm97
-4166.97,8.0454,lakevanVan9010,lemckesturm97
-4172.91,8.4856,lakevanVan9010,lemckesturm97
-4178.84,8.9259,lakevanVan9010,lemckesturm97
-4184.73,9.0263,lakevanVan9010,lemckesturm97
-4190.58,8.586,lakevanVan9010,lemckesturm97
