Age,Data,Variable,Author
-4347.2,-1.23,redseaGeoB58362,arzetal06
-4358.3,-1.1,redseaGeoB58362,arzetal06
-4369.3,-1.25,redseaGeoB58362,arzetal06
-4380.4,-1.1,redseaGeoB58362,arzetal06
-4391.4,-0.96,redseaGeoB58362,arzetal06
-4402.5,-0.84,redseaGeoB58362,arzetal06
-4422.9,-0.68,redseaGeoB58362,arzetal06
-4452.8,-1,redseaGeoB58362,arzetal06
-4482.7,-1.03,redseaGeoB58362,arzetal06
-4512.6,-1.19,redseaGeoB58362,arzetal06
-4542.5,-0.98,redseaGeoB58362,arzetal06
-4572.4,-0.93,redseaGeoB58362,arzetal06
-4602.3,-0.96,redseaGeoB58362,arzetal06
-4632.2,-0.9,redseaGeoB58362,arzetal06
-4662.1,-1.21,redseaGeoB58362,arzetal06
-4691.9,-1.38,redseaGeoB58362,arzetal06
-4721.8,-1.18,redseaGeoB58362,arzetal06
-4781.6,-1.1,redseaGeoB58362,arzetal06
-4811.5,-0.98,redseaGeoB58362,arzetal06
-4841.4,-1.1,redseaGeoB58362,arzetal06
-4871.3,-1.42,redseaGeoB58362,arzetal06
-4901.2,-0.91,redseaGeoB58362,arzetal06
-4931.1,-0.93,redseaGeoB58362,arzetal06
-4960.4,-0.98,redseaGeoB58362,arzetal06
-4989.3,-0.86,redseaGeoB58362,arzetal06
-5018.2,-1.06,redseaGeoB58362,arzetal06
-5047.1,-1.21,redseaGeoB58362,arzetal06
-5076,-1.14,redseaGeoB58362,arzetal06
-5104.9,-1.22,redseaGeoB58362,arzetal06
-5133.8,-1.32,redseaGeoB58362,arzetal06
-5162.7,-1.13,redseaGeoB58362,arzetal06
-5191.6,-1.08,redseaGeoB58362,arzetal06
-5220.4,-1.11,redseaGeoB58362,arzetal06
-5249.3,-1.09,redseaGeoB58362,arzetal06
-5278.2,-1.21,redseaGeoB58362,arzetal06
-5307.1,-1.16,redseaGeoB58362,arzetal06
-5336,-0.8,redseaGeoB58362,arzetal06
-5364.9,-1.17,redseaGeoB58362,arzetal06
-5393.8,-1.01,redseaGeoB58362,arzetal06
-5422.7,-1,redseaGeoB58362,arzetal06
-5451.6,-0.92,redseaGeoB58362,arzetal06
-5477.6,-0.89,redseaGeoB58362,arzetal06
-5500.8,-1.01,redseaGeoB58362,arzetal06
-5523.9,-0.96,redseaGeoB58362,arzetal06
-5547.1,-0.92,redseaGeoB58362,arzetal06
-5570.3,-0.85,redseaGeoB58362,arzetal06
-5593.4,-1.03,redseaGeoB58362,arzetal06
-5616.6,-0.96,redseaGeoB58362,arzetal06
-5639.8,-0.87,redseaGeoB58362,arzetal06
-5662.9,-0.88,redseaGeoB58362,arzetal06
-5686.1,-0.87,redseaGeoB58362,arzetal06
-5709.3,-1.05,redseaGeoB58362,arzetal06
-5732.4,-1.07,redseaGeoB58362,arzetal06
-5755.6,-0.96,redseaGeoB58362,arzetal06
-5778.8,-1.31,redseaGeoB58362,arzetal06
-5801.9,-1.72,redseaGeoB58362,arzetal06
-5825.1,-1.51,redseaGeoB58362,arzetal06
-5848.3,-1.48,redseaGeoB58362,arzetal06
-5871.4,-1.1,redseaGeoB58362,arzetal06
-5894.6,-0.77,redseaGeoB58362,arzetal06
-5917.8,-0.74,redseaGeoB58362,arzetal06
-5940.9,-0.91,redseaGeoB58362,arzetal06
-5964.1,-0.86,redseaGeoB58362,arzetal06
-5987.3,-1.19,redseaGeoB58362,arzetal06
-6010.4,-1.6,redseaGeoB58362,arzetal06
-6033.6,-1.34,redseaGeoB58362,arzetal06
-6056.8,-1.42,redseaGeoB58362,arzetal06
-6079.9,-1.04,redseaGeoB58362,arzetal06
-6103.1,-0.95,redseaGeoB58362,arzetal06
-6126.3,-0.68,redseaGeoB58362,arzetal06
-6149.4,-0.94,redseaGeoB58362,arzetal06
-6172.6,-0.82,redseaGeoB58362,arzetal06
-6195.8,-0.88,redseaGeoB58362,arzetal06
-6218.9,-0.75,redseaGeoB58362,arzetal06
-6240,-0.43,redseaGeoB58362,arzetal06
-6265.3,-1.02,redseaGeoB58362,arzetal06
-6288.4,-1.16,redseaGeoB58362,arzetal06
-3545,-5.36884390302162,jeitacaveJ1,chengetal15_5sg_5sm
-3635,-5.415582719357,jeitacaveJ1,chengetal15_5sg_5sm
-3667,-5.54854227405248,jeitacaveJ1,chengetal15_5sg_5sm
-3686,-5.42052478134111,jeitacaveJ1,chengetal15_5sg_5sm
-3704,-5.40239067055394,jeitacaveJ1,chengetal15_5sg_5sm
-3722,-5.36997084548105,jeitacaveJ1,chengetal15_5sg_5sm
-3740,-5.41778425655977,jeitacaveJ1,chengetal15_5sg_5sm
-3758,-5.47002915451895,jeitacaveJ1,chengetal15_5sg_5sm
-3783,-5.54309179770506,jeitacaveJ1,chengetal15_5sg_5sm
-3839,-5.43756968368306,jeitacaveJ1,chengetal15_5sg_5sm
-3894,-5.198,jeitacaveJ1,chengetal15_5sg_5sm
-3962,-4.95204322841844,jeitacaveJ1,chengetal15_5sg_5sm
-4050,-4.95779939924252,jeitacaveJ1,chengetal15_5sg_5sm
-4137,-5.0395109050542,jeitacaveJ1,chengetal15_5sg_5sm
-4225,-5.15757150319969,jeitacaveJ1,chengetal15_5sg_5sm
-4312,-5.02491706934831,jeitacaveJ1,chengetal15_5sg_5sm
-4398,-5.13260742662559,jeitacaveJ1,chengetal15_5sg_5sm
-4475,-5.29215498584984,jeitacaveJ1,chengetal15_5sg_5sm
-4552,-5.28395039121025,jeitacaveJ1,chengetal15_5sg_5sm
-4629,-5.21452691090005,jeitacaveJ1,chengetal15_5sg_5sm
-4807,-5.15061538461539,jeitacaveJ1,chengetal15_5sg_5sm
-4828,-5.17434389140272,jeitacaveJ1,chengetal15_5sg_5sm
-4849,-5.26874730021598,jeitacaveJ1,chengetal15_5sg_5sm
-4870,-5.18267818574514,jeitacaveJ1,chengetal15_5sg_5sm
-4892,-5.01481641468683,jeitacaveJ1,chengetal15_5sg_5sm
-4913,-4.99630090497738,jeitacaveJ1,chengetal15_5sg_5sm
-4934,-5.00211538461538,jeitacaveJ1,chengetal15_5sg_5sm
-4955,-4.92848416289593,jeitacaveJ1,chengetal15_5sg_5sm
-4976,-4.84342760180995,jeitacaveJ1,chengetal15_5sg_5sm
-4999,-4.88698770491803,jeitacaveJ1,chengetal15_5sg_5sm
-5027,-4.88841328413284,jeitacaveJ1,chengetal15_5sg_5sm
-5056,-4.89421021377672,jeitacaveJ1,chengetal15_5sg_5sm
-5084,-4.97014534883721,jeitacaveJ1,chengetal15_5sg_5sm
-5120,-4.826,jeitacaveJ1,chengetal15_5sg_5sm
-5174,-4.93311297194065,jeitacaveJ1,chengetal15_5sg_5sm
-5260,-5.13936627906977,jeitacaveJ1,chengetal15_5sg_5sm
-5302,-5.37805120910384,jeitacaveJ1,chengetal15_5sg_5sm
-5328,-5.84,jeitacaveJ1,chengetal15_5sg_5sm
-5354,-5.07433854907539,jeitacaveJ1,chengetal15_5sg_5sm
-5381,-5.15306499261448,jeitacaveJ1,chengetal15_5sg_5sm
-5407,-5.1546040334481,jeitacaveJ1,chengetal15_5sg_5sm
-5470,-4.98155490145892,jeitacaveJ1,chengetal15_5sg_5sm
-5532,-5.22052853852061,jeitacaveJ1,chengetal15_5sg_5sm
-5595,-5.26141028922447,jeitacaveJ1,chengetal15_5sg_5sm
-5639,-5.22951024042743,jeitacaveJ1,chengetal15_5sg_5sm
-5672,-5.24676758682102,jeitacaveJ1,chengetal15_5sg_5sm
-5705,-5.35748886910062,jeitacaveJ1,chengetal15_5sg_5sm
-5738,-5.08628673196794,jeitacaveJ1,chengetal15_5sg_5sm
-5767,-5.29,jeitacaveJ1,chengetal15_5sg_5sm
-5789,-5.20066954643629,jeitacaveJ1,chengetal15_5sg_5sm
-5810,-4.98978401727862,jeitacaveJ1,chengetal15_5sg_5sm
-5832,-5.256,jeitacaveJ1,chengetal15_5sg_5sm
-5858,-5.33617466174662,jeitacaveJ1,chengetal15_5sg_5sm
-5888,-5.29,jeitacaveJ1,chengetal15_5sg_5sm
-5918,-5.252,jeitacaveJ1,chengetal15_5sg_5sm
-5947,-5.344,jeitacaveJ1,chengetal15_5sg_5sm
-5969,-5.336,jeitacaveJ1,chengetal15_5sg_5sm
-5989,-5.492,jeitacaveJ1,chengetal15_5sg_5sm
-6009,-5.2935860058309,jeitacaveJ1,chengetal15_5sg_5sm
-6028,-5.42388121546961,jeitacaveJ1,chengetal15_5sg_5sm
-6047,-5.72131215469613,jeitacaveJ1,chengetal15_5sg_5sm
-6066,-5.62139502762431,jeitacaveJ1,chengetal15_5sg_5sm
-6085,-5.41874309392265,jeitacaveJ1,chengetal15_5sg_5sm
-6104,-5.31861878453039,jeitacaveJ1,chengetal15_5sg_5sm
-6123,-5.41693370165746,jeitacaveJ1,chengetal15_5sg_5sm
-6142,-5.31988950276243,jeitacaveJ1,chengetal15_5sg_5sm
-6161,-5.41255524861879,jeitacaveJ1,chengetal15_5sg_5sm
-6180,-5.514,jeitacaveJ1,chengetal15_5sg_5sm
-6199,-5.474,jeitacaveJ1,chengetal15_5sg_5sm
-6218,-5.546,jeitacaveJ1,chengetal15_5sg_5sm
-6237,-5.396,jeitacaveJ1,chengetal15_5sg_5sm
-6256,-5.468,jeitacaveJ1,chengetal15_5sg_5sm
-6278,-5.52932628797886,jeitacaveJ1,chengetal15_5sg_5sm
-6306,-5.56918097754293,jeitacaveJ1,chengetal15_5sg_5sm
-6333,-5.61833553500661,jeitacaveJ1,chengetal15_5sg_5sm
-6361,-5.6151321003963,jeitacaveJ1,chengetal15_5sg_5sm
-6388,-5.64381109643329,jeitacaveJ1,chengetal15_5sg_5sm
-6416,-5.70990092470277,jeitacaveJ1,chengetal15_5sg_5sm
-6443,-5.72782694848085,jeitacaveJ1,chengetal15_5sg_5sm
-6471,-5.6360501981506,jeitacaveJ1,chengetal15_5sg_5sm
-6498,-5.80496815286624,jeitacaveJ1,chengetal15_5sg_5sm
-6521,-5.72603550295858,jeitacaveJ1,chengetal15_5sg_5sm
-6543,-5.71036489151874,jeitacaveJ1,chengetal15_5sg_5sm
-6565,-5.81297830374753,jeitacaveJ1,chengetal15_5sg_5sm
-6588,-5.71682445759369,jeitacaveJ1,chengetal15_5sg_5sm
-6610,-5.702,jeitacaveJ1,chengetal15_5sg_5sm
-6632,-5.99093688362919,jeitacaveJ1,chengetal15_5sg_5sm
-6655,-5.83285996055227,jeitacaveJ1,chengetal15_5sg_5sm
-6677,-5.97896449704142,jeitacaveJ1,chengetal15_5sg_5sm
-6700,-5.998,jeitacaveJ1,chengetal15_5sg_5sm
-6725,-5.908,jeitacaveJ1,chengetal15_5sg_5sm
-6750,-5.69,jeitacaveJ1,chengetal15_5sg_5sm
-6775,-5.762,jeitacaveJ1,chengetal15_5sg_5sm
-6800,-5.99863367799114,jeitacaveJ1,chengetal15_5sg_5sm
-6826,-5.878,jeitacaveJ1,chengetal15_5sg_5sm
-6851,-6.012,jeitacaveJ1,chengetal15_5sg_5sm
-6876,-5.864,jeitacaveJ1,chengetal15_5sg_5sm
-6901,-5.806,jeitacaveJ1,chengetal15_5sg_5sm
-6926,-5.734,jeitacaveJ1,chengetal15_5sg_5sm
-6951,-5.70771048744461,jeitacaveJ1,chengetal15_5sg_5sm
-6964,-5.91230769230769,jeitacaveJ1,chengetal15_5sg_5sm
-6967,-5.86692307692308,jeitacaveJ1,chengetal15_5sg_5sm
-6971,-5.72323529411765,jeitacaveJ1,chengetal15_5sg_5sm
-6974,-5.71153846153846,jeitacaveJ1,chengetal15_5sg_5sm
-7000,-5.736,jeitacaveJ1,chengetal15_5sg_5sm
-7040,-5.66146836912362,jeitacaveJ1,chengetal15_5sg_5sm
-7081,-5.73,jeitacaveJ1,chengetal15_5sg_5sm
-7121,-5.76,jeitacaveJ1,chengetal15_5sg_5sm
-7162,-5.73016052318668,jeitacaveJ1,chengetal15_5sg_5sm
-7202,-5.924,jeitacaveJ1,chengetal15_5sg_5sm
-7242,-5.89870392390012,jeitacaveJ1,chengetal15_5sg_5sm
-7283,-5.714,jeitacaveJ1,chengetal15_5sg_5sm
-7323,-5.76945945945946,jeitacaveJ1,chengetal15_5sg_5sm
-7327,-5.85615384615385,jeitacaveJ1,chengetal15_5sg_5sm
-7332,-5.76615384615385,jeitacaveJ1,chengetal15_5sg_5sm
-7336,-5.76441176470588,jeitacaveJ1,chengetal15_5sg_5sm
-7340,-5.654,jeitacaveJ1,chengetal15_5sg_5sm
-7355,-5.84569620253165,jeitacaveJ1,chengetal15_5sg_5sm
-7378,-5.80157790927022,jeitacaveJ1,chengetal15_5sg_5sm
-7401,-5.67081854043392,jeitacaveJ1,chengetal15_5sg_5sm
-7424,-5.812,jeitacaveJ1,chengetal15_5sg_5sm
-7447,-5.998,jeitacaveJ1,chengetal15_5sg_5sm
-7470,-6.04905325443787,jeitacaveJ1,chengetal15_5sg_5sm
-7493,-5.80921338155515,jeitacaveJ1,chengetal15_5sg_5sm
50,21.58,lakeohridLz1120,wagneretal09
43,18.5,lakeohridLz1120,wagneretal09
37,17,lakeohridLz1120,wagneretal09
30,11.08,lakeohridLz1120,wagneretal09
23,5.25,lakeohridLz1120,wagneretal09
16,3.75,lakeohridLz1120,wagneretal09
9,2.92,lakeohridLz1120,wagneretal09
1,1.42,lakeohridLz1120,wagneretal09
-3,1.67,lakeohridLz1120,wagneretal09
-11,1.75,lakeohridLz1120,wagneretal09
-19,1.5,lakeohridLz1120,wagneretal09
-27,0.75,lakeohridLz1120,wagneretal09
-36,3,lakeohridLz1120,wagneretal09
-44,4.92,lakeohridLz1120,wagneretal09
-53,4.75,lakeohridLz1120,wagneretal09
-63,5.75,lakeohridLz1120,wagneretal09
-72,6.42,lakeohridLz1120,wagneretal09
-82,6,lakeohridLz1120,wagneretal09
-91,6.5,lakeohridLz1120,wagneretal09
-101,7.75,lakeohridLz1120,wagneretal09
-112,7.5,lakeohridLz1120,wagneretal09
-122,6.42,lakeohridLz1120,wagneretal09
-133,3.83,lakeohridLz1120,wagneretal09
-143,6.08,lakeohridLz1120,wagneretal09
-154,3.67,lakeohridLz1120,wagneretal09
-166,6.58,lakeohridLz1120,wagneretal09
-177,6.17,lakeohridLz1120,wagneretal09
-189,9.25,lakeohridLz1120,wagneretal09
-201,7.33,lakeohridLz1120,wagneretal09
-213,7.25,lakeohridLz1120,wagneretal09
-225,7,lakeohridLz1120,wagneretal09
-238,13.75,lakeohridLz1120,wagneretal09
-250,15.5,lakeohridLz1120,wagneretal09
-263,18.08,lakeohridLz1120,wagneretal09
-276,31,lakeohridLz1120,wagneretal09
-290,22.92,lakeohridLz1120,wagneretal09
-303,23.42,lakeohridLz1120,wagneretal09
-317,20.58,lakeohridLz1120,wagneretal09
-331,19.58,lakeohridLz1120,wagneretal09
-345,17.25,lakeohridLz1120,wagneretal09
-360,23.25,lakeohridLz1120,wagneretal09
-374,19.75,lakeohridLz1120,wagneretal09
-389,24,lakeohridLz1120,wagneretal09
-404,31.67,lakeohridLz1120,wagneretal09
-420,30.58,lakeohridLz1120,wagneretal09
-435,38.25,lakeohridLz1120,wagneretal09
-451,39.42,lakeohridLz1120,wagneretal09
-467,40,lakeohridLz1120,wagneretal09
-483,33.08,lakeohridLz1120,wagneretal09
-499,40,lakeohridLz1120,wagneretal09
-516,37.08,lakeohridLz1120,wagneretal09
-532,40.58,lakeohridLz1120,wagneretal09
-549,54.25,lakeohridLz1120,wagneretal09
-566,58.5,lakeohridLz1120,wagneretal09
-584,56.66,lakeohridLz1120,wagneretal09
-601,48.75,lakeohridLz1120,wagneretal09
-619,45.75,lakeohridLz1120,wagneretal09
-637,45.16,lakeohridLz1120,wagneretal09
-655,51.25,lakeohridLz1120,wagneretal09
-674,50.33,lakeohridLz1120,wagneretal09
-692,52.33,lakeohridLz1120,wagneretal09
-711,48.08,lakeohridLz1120,wagneretal09
-730,53.58,lakeohridLz1120,wagneretal09
-749,50.25,lakeohridLz1120,wagneretal09
-769,48.25,lakeohridLz1120,wagneretal09
-789,46.25,lakeohridLz1120,wagneretal09
-808,48.25,lakeohridLz1120,wagneretal09
-829,47.33,lakeohridLz1120,wagneretal09
-849,42.75,lakeohridLz1120,wagneretal09
-869,40.75,lakeohridLz1120,wagneretal09
-890,40.42,lakeohridLz1120,wagneretal09
-911,40.17,lakeohridLz1120,wagneretal09
-932,41.58,lakeohridLz1120,wagneretal09
-954,9.75,lakeohridLz1120,wagneretal09
-975,15,lakeohridLz1120,wagneretal09
-997,3.67,lakeohridLz1120,wagneretal09
-1019,3.58,lakeohridLz1120,wagneretal09
-1041,4.17,lakeohridLz1120,wagneretal09
-1064,1.92,lakeohridLz1120,wagneretal09
-1086,1.67,lakeohridLz1120,wagneretal09
-1109,3.58,lakeohridLz1120,wagneretal09
-1132,3.92,lakeohridLz1120,wagneretal09
-1155,2.5,lakeohridLz1120,wagneretal09
-1179,2.92,lakeohridLz1120,wagneretal09
-1202,2.67,lakeohridLz1120,wagneretal09
-1226,4.17,lakeohridLz1120,wagneretal09
-1250,3.08,lakeohridLz1120,wagneretal09
-1275,3.75,lakeohridLz1120,wagneretal09
-1299,3.08,lakeohridLz1120,wagneretal09
-1324,4.17,lakeohridLz1120,wagneretal09
-1349,3.25,lakeohridLz1120,wagneretal09
-1374,3.17,lakeohridLz1120,wagneretal09
-1399,7.25,lakeohridLz1120,wagneretal09
-1425,3.5,lakeohridLz1120,wagneretal09
-1451,4.67,lakeohridLz1120,wagneretal09
-1477,4.25,lakeohridLz1120,wagneretal09
-1503,5.58,lakeohridLz1120,wagneretal09
-1529,7.58,lakeohridLz1120,wagneretal09
-1556,8,lakeohridLz1120,wagneretal09
-1583,7.75,lakeohridLz1120,wagneretal09
-1610,6.33,lakeohridLz1120,wagneretal09
-1637,4.67,lakeohridLz1120,wagneretal09
-1665,4.33,lakeohridLz1120,wagneretal09
-1692,5.08,lakeohridLz1120,wagneretal09
-1720,6,lakeohridLz1120,wagneretal09
-1748,7.08,lakeohridLz1120,wagneretal09
-1776,8.5,lakeohridLz1120,wagneretal09
-1805,5.75,lakeohridLz1120,wagneretal09
-1834,8.33,lakeohridLz1120,wagneretal09
-1863,9.67,lakeohridLz1120,wagneretal09
-1892,7.5,lakeohridLz1120,wagneretal09
-1921,9.25,lakeohridLz1120,wagneretal09
-1951,9.5,lakeohridLz1120,wagneretal09
-1980,10.83,lakeohridLz1120,wagneretal09
-2010,9.67,lakeohridLz1120,wagneretal09
-2041,10.08,lakeohridLz1120,wagneretal09
-2071,11.42,lakeohridLz1120,wagneretal09
-2102,11.67,lakeohridLz1120,wagneretal09
-2133,14.75,lakeohridLz1120,wagneretal09
-2164,13.83,lakeohridLz1120,wagneretal09
-2195,21.83,lakeohridLz1120,wagneretal09
-2226,15.08,lakeohridLz1120,wagneretal09
-2258,16.67,lakeohridLz1120,wagneretal09
-2290,20.5,lakeohridLz1120,wagneretal09
-2322,21.08,lakeohridLz1120,wagneretal09
-2354,26.5,lakeohridLz1120,wagneretal09
-2387,23.42,lakeohridLz1120,wagneretal09
-2419,56.5,lakeohridLz1120,wagneretal09
-2452,56.25,lakeohridLz1120,wagneretal09
-2486,61.75,lakeohridLz1120,wagneretal09
-2519,61.83,lakeohridLz1120,wagneretal09
-2552,73.91,lakeohridLz1120,wagneretal09
-2586,68.5,lakeohridLz1120,wagneretal09
-2620,60.16,lakeohridLz1120,wagneretal09
-2654,66.83,lakeohridLz1120,wagneretal09
-2689,59.91,lakeohridLz1120,wagneretal09
-2723,61.16,lakeohridLz1120,wagneretal09
-2758,63.66,lakeohridLz1120,wagneretal09
-2793,61.16,lakeohridLz1120,wagneretal09
-2829,59.66,lakeohridLz1120,wagneretal09
-2864,57.16,lakeohridLz1120,wagneretal09
-2900,57.33,lakeohridLz1120,wagneretal09
-2936,56.25,lakeohridLz1120,wagneretal09
-2972,60.41,lakeohridLz1120,wagneretal09
-3008,62.25,lakeohridLz1120,wagneretal09
-3044,63.83,lakeohridLz1120,wagneretal09
-3081,68.83,lakeohridLz1120,wagneretal09
-3118,72.08,lakeohridLz1120,wagneretal09
-3155,70.58,lakeohridLz1120,wagneretal09
-3193,71.33,lakeohridLz1120,wagneretal09
-3230,71.75,lakeohridLz1120,wagneretal09
-3268,71.33,lakeohridLz1120,wagneretal09
-3306,69.75,lakeohridLz1120,wagneretal09
-3344,65.75,lakeohridLz1120,wagneretal09
-3382,61.41,lakeohridLz1120,wagneretal09
-3421,63.41,lakeohridLz1120,wagneretal09
-3460,68,lakeohridLz1120,wagneretal09
-3499,72,lakeohridLz1120,wagneretal09
-3538,68.33,lakeohridLz1120,wagneretal09
-3578,67.75,lakeohridLz1120,wagneretal09
-3617,63.83,lakeohridLz1120,wagneretal09
-3657,48.58,lakeohridLz1120,wagneretal09
-3697,33.25,lakeohridLz1120,wagneretal09
-3738,41.58,lakeohridLz1120,wagneretal09
-3778,39.92,lakeohridLz1120,wagneretal09
-3819,41.33,lakeohridLz1120,wagneretal09
-3860,43.75,lakeohridLz1120,wagneretal09
-3901,52.75,lakeohridLz1120,wagneretal09
-3942,45.41,lakeohridLz1120,wagneretal09
-3984,45.58,lakeohridLz1120,wagneretal09
-4026,57.75,lakeohridLz1120,wagneretal09
-4068,62.41,lakeohridLz1120,wagneretal09
-4110,72.5,lakeohridLz1120,wagneretal09
-4152,76.25,lakeohridLz1120,wagneretal09
-4195,75.16,lakeohridLz1120,wagneretal09
-4238,71.58,lakeohridLz1120,wagneretal09
-4281,71.91,lakeohridLz1120,wagneretal09
-4324,71.83,lakeohridLz1120,wagneretal09
-4367,72,lakeohridLz1120,wagneretal09
-4411,73.58,lakeohridLz1120,wagneretal09
-4455,72.91,lakeohridLz1120,wagneretal09
-4499,75.91,lakeohridLz1120,wagneretal09
-4543,76,lakeohridLz1120,wagneretal09
-4588,76.5,lakeohridLz1120,wagneretal09
-4632,78.58,lakeohridLz1120,wagneretal09
-4677,80.75,lakeohridLz1120,wagneretal09
-4723,79.91,lakeohridLz1120,wagneretal09
-4768,79.75,lakeohridLz1120,wagneretal09
-4813,80.33,lakeohridLz1120,wagneretal09
-4859,79.75,lakeohridLz1120,wagneretal09
-4905,78.41,lakeohridLz1120,wagneretal09
-4951,77.83,lakeohridLz1120,wagneretal09
-4998,76.66,lakeohridLz1120,wagneretal09
-5044,78.41,lakeohridLz1120,wagneretal09
-5091,78.16,lakeohridLz1120,wagneretal09
-5138,79.83,lakeohridLz1120,wagneretal09
-5185,80.58,lakeohridLz1120,wagneretal09
-5233,81,lakeohridLz1120,wagneretal09
-5281,79.16,lakeohridLz1120,wagneretal09
-5328,78.33,lakeohridLz1120,wagneretal09
-5377,76.83,lakeohridLz1120,wagneretal09
-5425,77.08,lakeohridLz1120,wagneretal09
-5473,77.91,lakeohridLz1120,wagneretal09
-5522,77,lakeohridLz1120,wagneretal09
-5571,75.66,lakeohridLz1120,wagneretal09
-5620,75.83,lakeohridLz1120,wagneretal09
-5669,75.5,lakeohridLz1120,wagneretal09
-5719,76.41,lakeohridLz1120,wagneretal09
-5769,77.58,lakeohridLz1120,wagneretal09
-5819,78.16,lakeohridLz1120,wagneretal09
-5869,77.25,lakeohridLz1120,wagneretal09
-5919,76.41,lakeohridLz1120,wagneretal09
-5970,75.75,lakeohridLz1120,wagneretal09
-6021,73.83,lakeohridLz1120,wagneretal09
-6072,76.08,lakeohridLz1120,wagneretal09
-6123,75.75,lakeohridLz1120,wagneretal09
-6175,74.41,lakeohridLz1120,wagneretal09
-6226,71.75,lakeohridLz1120,wagneretal09
-6278,74.66,lakeohridLz1120,wagneretal09
-6330,71.25,lakeohridLz1120,wagneretal09
-6382,70.25,lakeohridLz1120,wagneretal09
-6435,72.5,lakeohridLz1120,wagneretal09
-6488,75.16,lakeohridLz1120,wagneretal09
-6541,74,lakeohridLz1120,wagneretal09
-6594,70.66,lakeohridLz1120,wagneretal09
-6647,72.33,lakeohridLz1120,wagneretal09
-6701,73.58,lakeohridLz1120,wagneretal09
-6754,64.91,lakeohridLz1120,wagneretal09
-6808,60.66,lakeohridLz1120,wagneretal09
-6863,60.5,lakeohridLz1120,wagneretal09
-6917,69.25,lakeohridLz1120,wagneretal09
-6972,75.75,lakeohridLz1120,wagneretal09
-7026,77.41,lakeohridLz1120,wagneretal09
-7081,65.75,lakeohridLz1120,wagneretal09
-7137,61.41,lakeohridLz1120,wagneretal09
-7192,57.58,lakeohridLz1120,wagneretal09
-7248,72.08,lakeohridLz1120,wagneretal09
-7304,74,lakeohridLz1120,wagneretal09
-7360,71.75,lakeohridLz1120,wagneretal09
-7416,72.66,lakeohridLz1120,wagneretal09
-7473,74.33,lakeohridLz1120,wagneretal09
-7529,75.58,lakeohridLz1120,wagneretal09
-7586,79.75,lakeohridLz1120,wagneretal09
-7643,71.25,lakeohridLz1120,wagneretal09
-7701,73,lakeohridLz1120,wagneretal09
-7758,71.41,lakeohridLz1120,wagneretal09
-7816,62.41,lakeohridLz1120,wagneretal09
-7874,65.25,lakeohridLz1120,wagneretal09
-7932,65.41,lakeohridLz1120,wagneretal09
-7990,66.58,lakeohridLz1120,wagneretal09
-8049,55.66,lakeohridLz1120,wagneretal09
-1270,-4.34,bucadellarenellaRL4,drysdaleetal06
-1324,-4.27,bucadellarenellaRL4,drysdaleetal06
-1378,-4.13,bucadellarenellaRL4,drysdaleetal06
-1484,-4.15,bucadellarenellaRL4,drysdaleetal06
-1570,-2.7,bucadellarenellaRL4,drysdaleetal06
-1638,-3.74,bucadellarenellaRL4,drysdaleetal06
-1687,-3.59,bucadellarenellaRL4,drysdaleetal06
-1734,-3.58,bucadellarenellaRL4,drysdaleetal06
-1780,-3.58,bucadellarenellaRL4,drysdaleetal06
-1824,-3.48,bucadellarenellaRL4,drysdaleetal06
-1866,-3.67,bucadellarenellaRL4,drysdaleetal06
-1907,-3.76,bucadellarenellaRL4,drysdaleetal06
-1983,-4.26,bucadellarenellaRL4,drysdaleetal06
-2053,-3.87,bucadellarenellaRL4,drysdaleetal06
-2085,-3.53,bucadellarenellaRL4,drysdaleetal06
-2147,-3.82,bucadellarenellaRL4,drysdaleetal06
-2176,-3.51,bucadellarenellaRL4,drysdaleetal06
-2203,-3.79,bucadellarenellaRL4,drysdaleetal06
-2256,-3.43,bucadellarenellaRL4,drysdaleetal06
-2280,-3.81,bucadellarenellaRL4,drysdaleetal06
-2304,-3.8,bucadellarenellaRL4,drysdaleetal06
-2348,-3.69,bucadellarenellaRL4,drysdaleetal06
-2389,-4.25,bucadellarenellaRL4,drysdaleetal06
-2409,-3.96,bucadellarenellaRL4,drysdaleetal06
-2447,-4.11,bucadellarenellaRL4,drysdaleetal06
-2465,-3.8,bucadellarenellaRL4,drysdaleetal06
-2500,-3.51,bucadellarenellaRL4,drysdaleetal06
-2517,-3.89,bucadellarenellaRL4,drysdaleetal06
-2550,-4.26,bucadellarenellaRL4,drysdaleetal06
-2567,-4.05,bucadellarenellaRL4,drysdaleetal06
-2583,-4.26,bucadellarenellaRL4,drysdaleetal06
-2633,-4.2,bucadellarenellaRL4,drysdaleetal06
-2666,-4.25,bucadellarenellaRL4,drysdaleetal06
-2684,-4.13,bucadellarenellaRL4,drysdaleetal06
-2701,-4.2,bucadellarenellaRL4,drysdaleetal06
-2719,-3.59,bucadellarenellaRL4,drysdaleetal06
-2757,-4.54,bucadellarenellaRL4,drysdaleetal06
-2776,-4.21,bucadellarenellaRL4,drysdaleetal06
-2797,-4.14,bucadellarenellaRL4,drysdaleetal06
-2818,-4.04,bucadellarenellaRL4,drysdaleetal06
-2862,-4.05,bucadellarenellaRL4,drysdaleetal06
-2910,-4.33,bucadellarenellaRL4,drysdaleetal06
-2935,-3.97,bucadellarenellaRL4,drysdaleetal06
